frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,48.0,1.0,7,,0,
0,2,car,2,OFF,unknown,,,21.0,9.0,7,,0,
0,3,car,2,OFF,unknown,,,32.0,11.0,7,,0,
0,4,truck,7,OFF,unknown,,,7.0,,7,,0,
0,5,car,2,OFF,unknown,,,12.0,5.0,7,,0,
0,6,motorcycle,3,OFF,unknown,,,47.0,15.0,7,,0,
0,7,motorcycle,3,OFF,unknown,,,56.0,8.0,7,,0,
1,1,car,2,OFF,unknown,,,47.0,1.0,7,,0,
1,2,car,2,OFF,unknown,,,20.0,8.0,7,,0,
1,3,car,2,OFF,unknown,,,31.0,11.0,7,,0,
1,4,truck,7,OFF,unknown,,,7.0,,7,,0,
1,5,car,2,OFF,unknown,,,12.0,5.0,7,,0,
1,6,motorcycle,3,OFF,unknown,,,46.0,15.0,7,,0,
1,7,motorcycle,3,OFF,unknown,,,55.0,8.0,7,,0,
2,1,car,2,OFF,unknown,,,47.0,1.0,7,,0,
2,2,car,2,OFF,unknown,,,20.0,8.0,7,,0,
2,3,car,2,OFF,unknown,,,30.0,10.0,7,,0,
2,5,car,2,OFF,unknown,,,12.0,5.0,7,,0,
2,7,motorcycle,3,OFF,unknown,,,55.0,8.0,7,,0,
2,4,truck,7,OFF,unknown,,,7.0,,7,,0,
2,6,motorcycle,3,OFF,unknown,,,46.0,16.0,7,,0,
3,1,car,2,OFF,unknown,,,46.0,17.0,6,,0,
3,2,car,2,OFF,unknown,,,19.0,7.0,6,,0,
3,3,car,2,OFF,unknown,,,29.0,10.0,6,,0,
3,4,truck,7,OFF,unknown,,,6.0,,6,,0,
3,5,car,2,OFF,unknown,,,12.0,6.0,6,,0,
3,7,motorcycle,3,OFF,unknown,,,54.0,8.0,6,,0,
4,1,car,2,OFF,unknown,,,46.0,17.0,6,,0,
4,2,car,2,OFF,unknown,,,19.0,7.0,6,,0,
4,3,car,2,OFF,unknown,,,29.0,10.0,6,,0,
4,4,truck,7,OFF,unknown,,,6.0,,6,,0,
4,5,car,2,OFF,unknown,,,12.0,6.0,6,,0,
4,7,motorcycle,3,OFF,unknown,,,53.0,7.0,6,,0,
5,1,car,2,OFF,unknown,,,45.0,17.0,6,,0,
5,2,car,2,OFF,unknown,,,18.0,6.0,6,,0,
5,3,car,2,OFF,unknown,,,28.0,10.0,6,,0,
5,5,car,2,OFF,unknown,,,12.0,6.0,6,,0,
5,4,truck,7,OFF,unknown,,,6.0,,6,,0,
5,7,motorcycle,3,OFF,unknown,,,52.0,7.0,6,,0,
6,1,car,2,OFF,unknown,,,44.0,17.0,6,,0,
6,2,car,2,OFF,unknown,,,18.0,6.0,6,,0,
6,5,car,2,OFF,unknown,,,12.0,7.0,6,,0,
6,3,car,2,OFF,unknown,,,27.0,9.0,6,,0,
6,7,motorcycle,3,OFF,unknown,,,51.0,7.0,6,,0,
6,4,truck,7,OFF,unknown,,,5.0,,6,,0,
7,1,car,2,OFF,unknown,,,43.0,17.0,6,,0,
7,2,car,2,OFF,unknown,,,17.0,5.0,6,,0,
7,3,car,2,OFF,unknown,,,26.0,9.0,6,,0,
7,5,car,2,OFF,unknown,,,12.0,8.0,6,,0,
7,4,truck,7,OFF,unknown,,,4.0,,6,,0,
7,7,motorcycle,3,OFF,unknown,,,50.0,7.0,6,,0,
8,1,car,2,OFF,unknown,,,43.0,2.0,7,,0,
8,2,car,2,OFF,unknown,,,17.0,5.0,7,,0,
8,3,car,2,OFF,unknown,,,26.0,9.0,7,,0,
8,4,truck,7,OFF,unknown,,,4.0,,7,,0,
8,5,car,2,OFF,unknown,,,12.0,8.0,7,,0,
8,10,motorcycle,3,OFF,unknown,,,41.0,15.0,7,,0,
8,7,motorcycle,3,OFF,unknown,,,50.0,7.0,7,,0,
9,1,car,2,YELLOW,yellow,,,42.0,2.0,7,,1,
9,3,car,2,YELLOW,yellow,,,26.0,10.0,7,,1,
9,2,car,2,YELLOW,yellow,,,16.0,4.0,7,,1,
9,5,car,2,YELLOW,yellow,,,12.0,8.0,7,,1,
9,4,truck,7,YELLOW,yellow,,,4.0,,7,,1,
9,7,motorcycle,3,YELLOW,yellow,,,49.0,7.0,7,,1,
9,10,motorcycle,3,YELLOW,yellow,,,40.0,14.0,7,,1,
10,1,car,2,YELLOW,yellow,,,41.0,3.0,7,,1,
10,2,car,2,YELLOW,yellow,,,16.0,4.0,7,,1,
10,3,car,2,YELLOW,yellow,,,25.0,9.0,7,,1,
10,5,car,2,YELLOW,yellow,,,12.0,9.0,7,,1,
10,4,truck,7,YELLOW,yellow,,,3.0,,7,,1,
10,10,motorcycle,3,YELLOW,yellow,,,38.0,13.0,7,,1,
10,7,motorcycle,3,YELLOW,yellow,,,48.0,7.0,7,,1,
11,1,car,2,YELLOW,yellow,,,41.0,3.0,7,,1,
11,2,car,2,YELLOW,yellow,,,15.0,3.0,7,,1,
11,3,car,2,YELLOW,yellow,,,24.0,9.0,7,,1,
11,5,car,2,YELLOW,yellow,,,12.0,9.0,7,,1,
11,4,truck,7,YELLOW,yellow,,,3.0,,7,,1,
11,10,motorcycle,3,YELLOW,yellow,,,38.0,14.0,7,,1,
11,7,motorcycle,3,YELLOW,yellow,,,47.0,6.0,7,,1,
12,1,car,2,YELLOW,yellow,16.0,57.6,40.0,16.0,6,2.5,1,
12,2,car,2,YELLOW,yellow,12.0,43.2,15.0,3.0,6,1.25,1,
12,3,car,2,YELLOW,yellow,16.0,57.6,24.0,9.0,6,1.5,1,
12,5,car,2,YELLOW,yellow,0.0,0.0,12.0,10.0,6,,1,
12,4,truck,7,YELLOW,yellow,10.0,36.0,2.0,,6,0.2,1,
12,7,motorcycle,3,YELLOW,yellow,20.0,72.0,46.0,6.0,6,2.3,1,
13,1,car,2,YELLOW,yellow,14.857,53.486,40.0,18.0,6,2.692,1,
13,2,car,2,YELLOW,yellow,13.0,46.8,14.0,2.0,6,1.077,1,
13,3,car,2,YELLOW,yellow,18.571,66.857,22.0,8.0,6,1.185,1,
13,5,car,2,YELLOW,yellow,0.0,0.0,12.0,10.0,6,,1,
13,4,truck,7,YELLOW,yellow,9.286,33.429,2.0,,6,0.215,1,
13,7,motorcycle,3,YELLOW,yellow,20.429,73.543,45.0,5.0,6,2.203,1,
14,1,car,2,YELLOW,yellow,15.6,56.16,39.0,3.0,7,2.5,1,
14,2,car,2,YELLOW,yellow,12.133,43.68,14.0,2.0,7,1.154,1,
14,3,car,2,YELLOW,yellow,17.333,62.4,22.0,8.0,7,1.269,1,
