frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,58.0,10.0,4,,0,
0,2,car,2,OFF,unknown,,,37.0,,4,,0,
0,3,motorcycle,3,OFF,unknown,,,48.0,8.0,4,,0,
0,4,car,2,OFF,unknown,,,40.0,3.0,4,,0,
1,1,car,2,OFF,unknown,,,58.0,11.0,4,,0,
1,3,motorcycle,3,OFF,unknown,,,47.0,6.0,4,,0,
1,2,car,2,OFF,unknown,,,37.0,,4,,0,
1,4,car,2,OFF,unknown,,,41.0,4.0,4,,0,
2,1,car,2,OFF,unknown,,,58.0,12.0,4,,0,
2,2,car,2,OFF,unknown,,,37.0,,4,,0,
2,3,motorcycle,3,OFF,unknown,,,46.0,5.0,4,,0,
2,4,car,2,OFF,unknown,,,41.0,4.0,4,,0,
3,1,car,2,OFF,unknown,,,58.0,11.0,5,,0,
3,2,car,2,OFF,unknown,,,36.0,,5,,0,
3,8,car,2,OFF,unknown,,,47.0,3.0,5,,0,
3,3,motorcycle,3,OFF,unknown,,,44.0,2.0,5,,0,
3,4,car,2,OFF,unknown,,,42.0,6.0,5,,0,
4,1,car,2,OFF,unknown,,,58.0,2.0,7,,0,
4,10,motorcycle,3,OFF,unknown,,,56.0,9.0,7,,0,
4,2,car,2,OFF,unknown,,,36.0,,7,,0,
4,3,motorcycle,3,OFF,unknown,,,44.0,1.0,7,,0,
4,11,motorcycle,3,OFF,unknown,,,43.0,1.0,7,,0,
4,8,car,2,OFF,unknown,,,47.0,3.0,7,,0,
4,4,car,2,OFF,unknown,,,42.0,6.0,7,,0,
5,1,car,2,OFF,unknown,,,58.0,4.0,8,,0,
5,2,car,2,OFF,unknown,,,36.0,24.0,8,,0,
5,10,motorcycle,3,OFF,unknown,,,54.0,7.0,8,,0,
5,3,motorcycle,3,OFF,unknown,,,42.0,1.0,8,,0,
5,12,motorcycle,3,OFF,unknown,,,12.0,,8,,0,
5,11,motorcycle,3,OFF,unknown,,,42.0,1.0,8,,0,
5,4,car,2,OFF,unknown,,,41.0,5.0,8,,0,
5,8,car,2,OFF,unknown,,,47.0,5.0,8,,0,
6,1,car,2,OFF,unknown,,,58.0,5.0,8,,0,
6,2,car,2,OFF,unknown,,,36.0,25.0,8,,0,
6,12,motorcycle,3,OFF,unknown,,,11.0,,8,,0,
6,3,motorcycle,3,OFF,unknown,,,41.0,1.0,8,,0,
6,10,motorcycle,3,OFF,unknown,,,53.0,6.0,8,,0,
6,4,car,2,OFF,unknown,,,40.0,4.0,8,,0,
6,11,motorcycle,3,OFF,unknown,,,41.0,1.0,8,,0,
6,8,car,2,OFF,unknown,,,47.0,6.0,8,,0,
7,1,car,2,OFF,unknown,,,58.0,6.0,8,,0,
7,2,car,2,OFF,unknown,,,36.0,25.0,8,,0,
7,3,motorcycle,3,OFF,unknown,,,40.0,4.0,8,,0,
7,10,motorcycle,3,OFF,unknown,,,52.0,5.0,8,,0,
7,12,motorcycle,3,OFF,unknown,,,11.0,,8,,0,
7,4,car,2,OFF,unknown,,,40.0,4.0,8,,0,
7,11,motorcycle,3,OFF,unknown,,,41.0,1.0,8,,0,
7,8,car,2,OFF,unknown,,,47.0,6.0,8,,0,
8,1,car,2,OFF,unknown,,,58.0,7.0,5,,0,
8,10,motorcycle,3,OFF,unknown,,,51.0,12.0,5,,0,
8,2,car,2,OFF,unknown,,,36.0,,5,,0,
8,3,motorcycle,3,OFF,unknown,,,39.0,3.0,5,,0,
8,11,motorcycle,3,OFF,unknown,,,39.0,3.0,5,,0,
9,1,car,2,YELLOW,yellow,,,58.0,9.0,6,,1,
9,3,motorcycle,3,YELLOW,yellow,,,38.0,2.0,6,,1,
9,10,motorcycle,3,YELLOW,yellow,,,49.0,2.0,6,,1,
9,2,car,2,YELLOW,yellow,,,36.0,,6,,1,
9,11,motorcycle,3,YELLOW,yellow,,,38.0,2.0,6,,1,
9,14,motorcycle,3,YELLOW,yellow,,,47.0,9.0,6,,1,
10,1,car,2,YELLOW,yellow,,,58.0,9.0,6,,1,
10,10,motorcycle,3,YELLOW,yellow,,,49.0,3.0,6,,1,
10,3,motorcycle,3,YELLOW,yellow,,,37.0,1.0,6,,1,
10,11,motorcycle,3,YELLOW,yellow,,,38.0,1.0,6,,1,
10,2,car,2,YELLOW,yellow,,,36.0,,6,,1,
10,14,motorcycle,3,YELLOW,yellow,,,46.0,8.0,6,,1,
11,1,car,2,YELLOW,yellow,0.0,0.0,58.0,11.0,7,,1,
11,10,motorcycle,3,YELLOW,yellow,,,47.0,1.0,7,,1,
11,3,motorcycle,3,YELLOW,yellow,24.0,86.4,36.0,,7,1.5,1,
11,2,car,2,YELLOW,yellow,2.0,7.2,36.0,,7,18.0,1,
11,11,motorcycle,3,YELLOW,yellow,,,37.0,1.0,7,,1,
11,14,motorcycle,3,YELLOW,yellow,,,46.0,5.0,7,,1,
11,4,car,2,YELLOW,yellow,,,41.0,4.0,7,,1,
12,1,car,2,YELLOW,yellow,0.0,0.0,58.0,12.0,6,,1,
12,14,motorcycle,3,YELLOW,yellow,,,45.0,9.0,6,,1,
12,2,car,2,YELLOW,yellow,1.846,6.646,36.0,2.0,6,19.5,1,
12,11,motorcycle,3,YELLOW,yellow,,,36.0,2.0,6,,1,
12,3,motorcycle,3,YELLOW,yellow,25.846,93.046,34.0,,6,1.315,1,
12,10,motorcycle,3,YELLOW,yellow,,,46.0,1.0,6,,1,
13,1,car,2,YELLOW,yellow,0.0,0.0,58.0,13.0,6,,1,
13,14,motorcycle,3,YELLOW,yellow,,,45.0,9.0,6,,1,
13,11,motorcycle,3,YELLOW,yellow,,,36.0,2.0,6,,1,
13,2,car,2,YELLOW,yellow,1.714,6.171,36.0,2.0,6,21.0,1,
13,10,motorcycle,3,YELLOW,yellow,,,45.0,9.0,6,,1,
13,3,motorcycle,3,YELLOW,yellow,24.0,86.4,34.0,,6,1.417,1,
14,1,car,2,YELLOW,yellow,0.0,0.0,58.0,14.0,8,,1,
14,14,motorcycle,3,YELLOW,yellow,,,44.0,4.0,8,,1,
14,10,motorcycle,3,YELLOW,yellow,,,44.0,4.0,8,,1,
14,2,car,2,YELLOW,yellow,1.6,5.76,36.0,1.0,8,22.5,1,
14,11,motorcycle,3,YELLOW,yellow,,,35.0,3.0,8,,1,
14,3,motorcycle,3,YELLOW,yellow,25.6,92.16,32.0,26.0,8,1.25,1,
14,12,motorcycle,3,YELLOW,yellow,,,6.0,,8,,1,
14,4,car,2,YELLOW,yellow,,,40.0,4.0,8,,1,
15,1,car,2,YELLOW,yellow,0.0,0.0,58.0,15.0,6,,1,
15,14,motorcycle,3,YELLOW,yellow,,,43.0,1.0,6,,1,
15,2,car,2,YELLOW,yellow,3.0,10.8,35.0,4.0,6,11.667,1,
15,10,motorcycle,3,YELLOW,yellow,28.0,100.8,42.0,7.0,6,1.5,1,
15,3,motorcycle,3,YELLOW,yellow,25.5,91.8,31.0,26.0,6,1.216,1,
15,12,motorcycle,3,YELLOW,yellow,,,5.0,,6,,1,
16,1,car,2,YELLOW,yellow,0.0,0.0,58.0,15.0,6,,1,
16,2,car,2,YELLOW,yellow,1.412,5.082,36.0,5.0,6,25.5,1,
16,14,motorcycle,3,YELLOW,yellow,,,43.0,1.0,6,,1,
16,10,motorcycle,3,YELLOW,yellow,25.846,93.046,42.0,1.0,6,1.625,1,
