frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,bus,5,OFF,unknown,,,53.0,,1,,0,
1,1,bus,5,OFF,unknown,,,53.0,,1,,0,
2,1,bus,5,OFF,unknown,,,52.0,,1,,0,
3,1,bus,5,OFF,unknown,,,51.0,,1,,0,
4,1,bus,5,OFF,unknown,,,51.0,,1,,0,
5,1,bus,5,OFF,unknown,,,50.0,,2,,0,
5,2,bus,5,OFF,unknown,,,58.0,8.0,2,,0,
6,1,bus,5,OFF,unknown,,,49.0,,2,,0,
6,2,bus,5,OFF,unknown,,,57.0,8.0,2,,0,
7,1,bus,5,OFF,unknown,,,49.0,,2,,0,
7,2,bus,5,OFF,unknown,,,56.0,7.0,2,,0,
8,1,bus,5,OFF,unknown,,,48.0,,2,,0,
8,2,bus,5,OFF,unknown,,,56.0,8.0,2,,0,
9,1,bus,5,RED,red,,,47.0,,2,,0,
9,2,bus,5,RED,red,,,56.0,9.0,2,,0,
10,2,bus,5,RED,red,,,55.0,9.0,2,,0,
10,1,bus,5,RED,red,,,46.0,,2,,0,
11,2,bus,5,RED,red,,,55.0,9.0,2,,0,
11,1,bus,5,RED,red,14.583,52.5,46.0,,2,3.154,0,
12,2,bus,5,YELLOW,yellow,,,54.0,9.0,2,,1,
12,1,bus,5,YELLOW,yellow,15.385,55.385,45.0,,2,2.925,1,
13,1,bus,5,YELLOW,yellow,16.071,57.857,44.0,,2,2.738,1,
13,2,bus,5,YELLOW,yellow,,,54.0,10.0,2,,1,
14,2,bus,5,YELLOW,yellow,,,54.0,10.0,2,,1,
14,1,bus,5,YELLOW,yellow,15.0,54.0,44.0,,2,2.933,1,
15,2,bus,5,YELLOW,yellow,,,53.0,10.0,2,,1,
15,1,bus,5,YELLOW,yellow,15.625,56.25,43.0,,2,2.752,1,
16,1,bus,5,YELLOW,yellow,16.176,58.235,42.0,,2,2.596,1,
16,2,bus,5,YELLOW,yellow,10.417,37.5,53.0,11.0,2,5.088,1,
17,2,bus,5,YELLOW,yellow,11.538,41.538,52.0,10.0,2,4.507,1,
17,1,bus,5,YELLOW,yellow,15.278,55.0,42.0,,2,2.749,1,
