frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,55.0,12.0,7,,0,
0,2,bus,5,OFF,unknown,,,43.0,2.0,7,,0,
0,3,car,2,OFF,unknown,,,41.0,10.0,7,,0,
0,4,car,2,OFF,unknown,,,31.0,10.0,7,,0,
0,5,car,2,OFF,unknown,,,21.0,2.0,7,,0,
0,6,bus,5,OFF,unknown,,,2.0,,7,,0,
0,7,car,2,OFF,unknown,,,19.0,17.0,7,,0,
1,1,car,2,OFF,unknown,,,54.0,11.0,7,,0,
1,2,bus,5,OFF,unknown,,,43.0,2.0,7,,0,
1,3,car,2,OFF,unknown,,,41.0,10.0,7,,0,
1,4,car,2,OFF,unknown,,,31.0,11.0,7,,0,
1,5,car,2,OFF,unknown,,,20.0,19.0,7,,0,
1,6,bus,5,OFF,unknown,,,1.0,,7,,0,
1,7,car,2,OFF,unknown,,,20.0,19.0,7,,0,
2,1,car,2,OFF,unknown,,,54.0,12.0,7,,0,
2,2,bus,5,OFF,unknown,,,42.0,2.0,7,,0,
2,5,car,2,OFF,unknown,,,19.0,18.0,7,,0,
2,3,car,2,OFF,unknown,,,40.0,9.0,7,,0,
2,4,car,2,OFF,unknown,,,31.0,11.0,7,,0,
2,6,bus,5,OFF,unknown,,,1.0,,7,,0,
2,7,car,2,OFF,unknown,,,20.0,1.0,7,,0,
3,1,car,2,OFF,unknown,,,53.0,12.0,7,,0,
3,2,bus,5,OFF,unknown,,,41.0,2.0,7,,0,
3,3,car,2,OFF,unknown,,,39.0,8.0,7,,0,
3,4,car,2,OFF,unknown,,,31.0,11.0,7,,0,
3,5,car,2,OFF,unknown,,,18.0,18.0,7,,0,
3,6,bus,5,OFF,unknown,,,0.0,,7,,0,
3,7,car,2,OFF,unknown,,,20.0,2.0,7,,0,
4,2,bus,5,OFF,unknown,,,41.0,2.0,7,,0,
4,1,car,2,OFF,unknown,,,53.0,12.0,7,,0,
4,3,car,2,OFF,unknown,,,39.0,8.0,7,,0,
4,4,car,2,OFF,unknown,,,31.0,10.0,7,,0,
4,5,car,2,OFF,unknown,,,18.0,17.0,7,,0,
4,6,bus,5,OFF,unknown,,,1.0,,7,,0,
4,7,car,2,OFF,unknown,,,21.0,3.0,7,,0,
5,2,bus,5,OFF,unknown,,,40.0,2.0,7,,0,
5,1,car,2,OFF,unknown,,,52.0,12.0,7,,0,
5,5,car,2,OFF,unknown,,,17.0,17.0,7,,0,
5,4,car,2,OFF,unknown,,,31.0,10.0,7,,0,
5,3,car,2,OFF,unknown,,,38.0,7.0,7,,0,
5,6,bus,5,OFF,unknown,,,0.0,,7,,0,
5,7,car,2,OFF,unknown,,,21.0,4.0,7,,0,
6,2,bus,5,OFF,unknown,,,39.0,1.0,7,,0,
6,1,car,2,OFF,unknown,,,52.0,13.0,7,,0,
6,3,car,2,OFF,unknown,,,38.0,7.0,7,,0,
6,5,car,2,OFF,unknown,,,16.0,16.0,7,,0,
6,4,car,2,OFF,unknown,,,31.0,10.0,7,,0,
6,6,bus,5,OFF,unknown,,,0.0,,7,,0,
6,7,car,2,OFF,unknown,,,21.0,5.0,7,,0,
7,1,car,2,OFF,unknown,,,51.0,12.0,7,,0,
7,2,bus,5,OFF,unknown,,,39.0,2.0,7,,0,
7,3,car,2,OFF,unknown,,,37.0,6.0,7,,0,
7,4,car,2,OFF,unknown,,,31.0,10.0,7,,0,
7,5,car,2,OFF,unknown,,,16.0,16.0,7,,0,
7,6,bus,5,OFF,unknown,,,0.0,,7,,0,
7,7,car,2,OFF,unknown,,,21.0,5.0,7,,0,
8,2,bus,5,OFF,unknown,,,38.0,1.0,7,,0,
