frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,58.0,22.0,6,,0,
0,2,car,2,OFF,unknown,,,30.0,14.0,6,,0,
0,3,car,2,OFF,unknown,,,16.0,15.0,6,,0,
0,4,car,2,OFF,unknown,,,36.0,6.0,6,,0,
0,5,bus,5,OFF,unknown,,,1.0,,6,,0,
0,6,car,2,OFF,unknown,,,1.0,,6,,0,
1,2,car,2,OFF,unknown,,,29.0,14.0,6,,0,
1,1,car,2,OFF,unknown,,,57.0,22.0,6,,0,
1,4,car,2,OFF,unknown,,,35.0,6.0,6,,0,
1,3,car,2,OFF,unknown,,,15.0,13.0,6,,0,
1,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
1,6,car,2,OFF,unknown,,,1.0,,6,,0,
2,1,car,2,OFF,unknown,,,56.0,22.0,6,,0,
2,2,car,2,OFF,unknown,,,28.0,14.0,6,,0,
2,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
2,3,car,2,OFF,unknown,,,14.0,12.0,6,,0,
2,4,car,2,OFF,unknown,,,34.0,6.0,6,,0,
2,6,car,2,OFF,unknown,,,1.0,,6,,0,
3,1,car,2,OFF,unknown,,,55.0,21.0,6,,0,
3,2,car,2,OFF,unknown,,,28.0,14.0,6,,0,
3,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
3,3,car,2,OFF,unknown,,,14.0,12.0,6,,0,
3,6,car,2,OFF,unknown,,,1.0,,6,,0,
3,4,car,2,OFF,unknown,,,34.0,6.0,6,,0,
4,1,car,2,OFF,unknown,,,54.0,21.0,6,,0,
4,2,car,2,OFF,unknown,,,27.0,14.0,6,,0,
4,3,car,2,OFF,unknown,,,13.0,12.0,6,,0,
4,6,car,2,OFF,unknown,,,1.0,,6,,0,
4,5,bus,5,OFF,unknown,,,1.0,,6,,0,
4,4,car,2,OFF,unknown,,,33.0,6.0,6,,0,
5,1,car,2,OFF,unknown,,,53.0,21.0,6,,0,
5,2,car,2,OFF,unknown,,,26.0,14.0,6,,0,
5,6,car,2,OFF,unknown,,,1.0,,6,,0,
5,3,car,2,OFF,unknown,,,12.0,11.0,6,,0,
5,5,bus,5,OFF,unknown,,,1.0,,6,,0,
5,4,car,2,OFF,unknown,,,32.0,6.0,6,,0,
6,1,car,2,OFF,unknown,,,52.0,21.0,6,,0,
6,2,car,2,OFF,unknown,,,25.0,13.0,6,,0,
6,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
6,6,car,2,OFF,unknown,,,1.0,,6,,0,
6,3,car,2,OFF,unknown,,,12.0,10.0,6,,0,
6,4,truck,7,OFF,unknown,,,31.0,6.0,6,,0,
7,2,car,2,OFF,unknown,,,24.0,13.0,6,,0,
7,1,car,2,OFF,unknown,,,51.0,20.0,6,,0,
7,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
7,3,car,2,OFF,unknown,,,11.0,9.0,6,,0,
7,6,car,2,OFF,unknown,,,1.0,,6,,0,
7,4,car,2,OFF,unknown,,,31.0,7.0,6,,0,
8,2,car,2,OFF,unknown,,,24.0,14.0,6,,0,
8,1,car,2,OFF,unknown,,,50.0,20.0,6,,0,
8,5,bus,5,OFF,unknown,,,2.0,1.0,6,,0,
8,3,car,2,OFF,unknown,,,10.0,8.0,6,,0,
8,6,car,2,OFF,unknown,,,1.0,,6,,0,
8,4,car,2,OFF,unknown,,,30.0,6.0,6,,0,
9,2,car,2,YELLOW,yellow,,,23.0,13.0,6,,1,
9,5,bus,5,YELLOW,yellow,,,2.0,1.0,6,,1,
9,1,car,2,YELLOW,yellow,,,50.0,21.0,6,,1,
9,6,car,2,YELLOW,yellow,,,1.0,,6,,1,
9,3,car,2,YELLOW,yellow,,,10.0,8.0,6,,1,
9,4,car,2,YELLOW,yellow,,,29.0,6.0,6,,1,
10,5,bus,5,YELLOW,yellow,,,2.0,1.0,6,,1,
10,2,car,2,YELLOW,yellow,,,23.0,14.0,6,,1,
10,1,car,2,YELLOW,yellow,,,49.0,20.0,6,,1,
10,3,car,2,YELLOW,yellow,,,9.0,7.0,6,,1,
10,6,car,2,YELLOW,yellow,,,1.0,,6,,1,
10,4,car,2,YELLOW,yellow,,,29.0,6.0,6,,1,
11,1,car,2,YELLOW,yellow,20.833,75.0,48.0,20.0,6,2.304,1,
11,2,car,2,YELLOW,yellow,16.667,60.0,22.0,14.0,6,1.32,1,
11,5,bus,5,YELLOW,yellow,0.0,0.0,1.0,1.0,6,,1,
11,3,car,2,YELLOW,yellow,16.667,60.0,8.0,7.0,6,0.48,1,
11,6,car,2,YELLOW,yellow,2.083,7.5,0.0,,6,,0,go
11,4,car,2,YELLOW,yellow,16.667,60.0,28.0,6.0,6,1.68,1,
12,1,car,2,YELLOW,yellow,21.154,76.154,47.0,3.0,7,2.222,1,
12,2,car,2,YELLOW,yellow,17.308,62.308,21.0,14.0,7,1.213,1,
12,5,bus,5,YELLOW,yellow,0.0,0.0,1.0,1.0,7,,1,
12,3,car,2,YELLOW,yellow,17.308,62.308,7.0,6.0,7,0.404,1,
12,4,car,2,YELLOW,yellow,17.308,62.308,27.0,6.0,7,1.56,1,
12,14,motorcycle,3,YELLOW,yellow,,,44.0,17.0,7,,1,
12,6,car,2,YELLOW,yellow,1.923,6.923,0.0,,7,,0,go
13,1,car,2,YELLOW,yellow,21.429,77.143,46.0,19.0,6,2.147,1,
13,2,car,2,YELLOW,yellow,17.857,64.286,20.0,13.0,6,1.12,1,
13,5,bus,5,YELLOW,yellow,1.786,6.429,2.0,2.0,6,1.12,1,
13,3,car,2,YELLOW,yellow,16.071,57.857,7.0,5.0,6,0.436,1,
13,4,car,2,YELLOW,yellow,16.071,57.857,27.0,7.0,6,1.68,1,
13,6,car,2,YELLOW,yellow,1.786,6.429,0.0,,6,,0,go
14,1,car,2,YELLOW,yellow,21.667,78.0,45.0,19.0,5,2.077,1,
14,2,car,2,YELLOW,yellow,18.333,66.0,19.0,13.0,5,1.036,1,
14,3,car,2,YELLOW,yellow,16.667,60.0,6.0,4.0,5,0.36,1,
14,5,bus,5,YELLOW,yellow,1.667,6.0,2.0,,5,1.2,1,
14,4,car,2,YELLOW,yellow,16.667,60.0,26.0,7.0,5,1.56,1,
15,1,car,2,YELLOW,yellow,20.312,73.125,45.0,20.0,5,2.215,1,
15,2,car,2,YELLOW,yellow,17.188,61.875,19.0,13.0,5,1.105,1,
15,3,car,2,YELLOW,yellow,15.625,56.25,6.0,4.0,5,0.384,1,
15,5,bus,5,YELLOW,yellow,1.562,5.625,2.0,,5,1.28,1,
15,4,car,2,YELLOW,yellow,17.188,61.875,25.0,6.0,5,1.455,1,
16,1,car,2,YELLOW,yellow,20.588,74.118,44.0,20.0,6,2.137,1,
16,2,car,2,YELLOW,yellow,17.647,63.529,18.0,13.0,6,1.02,1,
16,3,car,2,YELLOW,yellow,16.176,58.235,5.0,3.0,6,0.309,1,
16,5,bus,5,YELLOW,yellow,1.471,5.294,2.0,2.0,6,1.36,1,
16,6,car,2,YELLOW,yellow,1.667,6.0,0.0,,6,,0,go
16,4,car,2,YELLOW,yellow,17.647,63.529,24.0,6.0,6,1.36,1,
17,17,car,2,YELLOW,yellow,,,57.0,14.0,7,,1,
17,1,car,2,YELLOW,yellow,20.833,75.0,43.0,19.0,7,2.064,1,
17,2,car,2,YELLOW,yellow,18.056,65.0,17.0,13.0,7,0.942,1,
17,3,car,2,YELLOW,yellow,16.667,60.0,4.0,2.0,7,0.24,1,
17,5,bus,5,YELLOW,yellow,1.389,5.0,2.0,2.0,7,1.44,1,
17,4,car,2,YELLOW,yellow,16.667,60.0,24.0,7.0,7,1.44,1,
17,6,car,2,YELLOW,yellow,1.562,5.625,0.0,,7,,0,go
18,17,car,2,YELLOW,yellow,,,56.0,14.0,7,,1,
18,1,car,2,YELLOW,yellow,21.053,75.789,42.0,6.0,7,1.995,1,
18,2,car,2,YELLOW,yellow,17.105,61.579,17.0,13.0,7,0.994,1,
18,3,car,2,YELLOW,yellow,15.789,56.842,4.0,2.0,7,0.253,1,
18,4,car,2,YELLOW,yellow,17.105,61.579,23.0,6.0,7,1.345,1,
18,19,motorcycle,3,YELLOW,yellow,,,36.0,13.0,7,,1,
18,5,bus,5,YELLOW,yellow,1.316,4.737,2.0,,7,1.52,1,
19,17,car,2,YELLOW,yellow,,,55.0,14.0,5,,1,
19,2,car,2,YELLOW,yellow,17.5,63.0,16.0,15.0,5,0.914,1,
19,1,car,2,YELLOW,yellow,21.25,76.5,41.0,18.0,5,1.929,1,
19,4,car,2,YELLOW,yellow,16.25,58.5,23.0,7.0,5,1.415,1,
19,5,bus,5,YELLOW,yellow,0.0,0.0,1.0,,5,,1,
20,17,car,2,YELLOW,yellow,,,54.0,14.0,7,,1,
20,1,car,2,YELLOW,yellow,21.429,77.143,40.0,18.0,7,1.867,1,
20,2,car,2,YELLOW,yellow,17.857,64.286,15.0,13.0,7,0.84,1,
20,3,car,2,YELLOW,yellow,17.5,63.0,2.0,1.0,7,0.114,1,
20,4,car,2,YELLOW,yellow,16.667,60.0,22.0,7.0,7,1.32,1,
20,5,bus,5,YELLOW,yellow,0.0,0.0,1.0,,7,,1,
20,23,truck,7,YELLOW,yellow,,,1.0,,7,,1,
21,17,car,2,YELLOW,yellow,,,54.0,14.0,9,,1,
21,1,car,2,YELLOW,yellow,20.455,73.636,40.0,8.0,9,1.956,1,
21,2,car,2,YELLOW,yellow,18.182,65.455,14.0,12.0,9,0.77,1,
21,3,car,2,YELLOW,yellow,16.667,60.0,2.0,1.0,9,0.12,1,
21,24,motorcycle,3,YELLOW,yellow,,,54.0,14.0,9,,1,
21,4,car,2,YELLOW,yellow,17.045,61.364,21.0,7.0,9,1.232,1,
21,23,bus,5,YELLOW,yellow,,,1.0,,9,,1,
21,25,motorcycle,3,YELLOW,yellow,,,32.0,11.0,9,,1,
