frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,53.0,8.0,10,,0,
0,2,car,2,OFF,unknown,,,37.0,8.0,10,,0,
0,3,car,2,OFF,unknown,,,57.0,4.0,10,,0,
0,4,car,2,OFF,unknown,,,13.0,2.0,10,,0,
0,5,car,2,OFF,unknown,,,40.0,3.0,10,,0,
0,6,car,2,OFF,unknown,,,11.0,,10,,0,
0,7,car,2,OFF,unknown,,,40.0,3.0,10,,0,
0,8,car,2,OFF,unknown,,,29.0,12.0,10,,0,
0,9,car,2,OFF,unknown,,,17.0,4.0,10,,0,
0,10,car,2,OFF,unknown,,,45.0,5.0,10,,0,
1,1,car,2,OFF,unknown,,,52.0,7.0,10,,0,
1,2,car,2,OFF,unknown,,,36.0,9.0,10,,0,
1,3,car,2,OFF,unknown,,,57.0,5.0,10,,0,
1,4,car,2,OFF,unknown,,,12.0,2.0,10,,0,
1,6,car,2,OFF,unknown,,,10.0,,10,,0,
1,7,car,2,OFF,unknown,,,40.0,1.0,10,,0,
1,10,car,2,OFF,unknown,,,45.0,5.0,10,,0,
1,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
1,9,car,2,OFF,unknown,,,17.0,5.0,10,,0,
1,5,car,2,OFF,unknown,,,39.0,3.0,10,,0,
2,1,car,2,OFF,unknown,,,51.0,6.0,10,,0,
2,2,car,2,OFF,unknown,,,35.0,8.0,10,,0,
2,3,car,2,OFF,unknown,,,57.0,6.0,10,,0,
2,4,car,2,OFF,unknown,,,11.0,1.0,10,,0,
2,6,car,2,OFF,unknown,,,10.0,,10,,0,
2,7,car,2,OFF,unknown,,,40.0,1.0,10,,0,
2,5,car,2,OFF,unknown,,,39.0,4.0,10,,0,
2,10,car,2,OFF,unknown,,,45.0,5.0,10,,0,
2,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
2,9,car,2,OFF,unknown,,,17.0,6.0,10,,0,
3,1,car,2,OFF,unknown,,,51.0,6.0,10,,0,
3,2,car,2,OFF,unknown,,,34.0,7.0,10,,0,
3,3,car,2,OFF,unknown,,,57.0,6.0,10,,0,
3,5,car,2,OFF,unknown,,,37.0,3.0,10,,0,
3,6,car,2,OFF,unknown,,,9.0,,10,,0,
3,4,car,2,OFF,unknown,,,10.0,1.0,10,,0,
3,7,car,2,OFF,unknown,,,40.0,3.0,10,,0,
3,10,car,2,OFF,unknown,,,45.0,5.0,10,,0,
3,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
3,9,car,2,OFF,unknown,,,17.0,7.0,10,,0,
4,1,car,2,OFF,unknown,,,50.0,5.0,10,,0,
4,2,car,2,OFF,unknown,,,34.0,7.0,10,,0,
4,5,car,2,OFF,unknown,,,37.0,3.0,10,,0,
4,3,car,2,OFF,unknown,,,57.0,7.0,10,,0,
4,6,car,2,OFF,unknown,,,8.0,,10,,0,
4,4,car,2,OFF,unknown,,,9.0,1.0,10,,0,
4,7,car,2,OFF,unknown,,,40.0,3.0,10,,0,
4,10,car,2,OFF,unknown,,,45.0,5.0,10,,0,
4,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
4,9,car,2,OFF,unknown,,,17.0,8.0,10,,0,
5,2,car,2,OFF,unknown,,,33.0,15.0,9,,0,
5,1,car,2,OFF,unknown,,,49.0,4.0,9,,0,
5,6,car,2,OFF,unknown,,,8.0,,9,,0,
5,3,car,2,OFF,unknown,,,57.0,8.0,9,,0,
5,4,car,2,OFF,unknown,,,9.0,1.0,9,,0,
5,5,car,2,OFF,unknown,,,36.0,3.0,9,,0,
5,7,car,2,OFF,unknown,,,39.0,3.0,9,,0,
5,9,car,2,OFF,unknown,,,18.0,9.0,9,,0,
5,10,car,2,OFF,unknown,,,45.0,6.0,9,,0,
6,1,car,2,OFF,unknown,,,48.0,2.0,10,,0,
6,2,car,2,OFF,unknown,,,32.0,5.0,10,,0,
6,5,car,2,OFF,unknown,,,36.0,4.0,10,,0,
6,4,car,2,OFF,unknown,,,8.0,1.0,10,,0,
6,3,car,2,OFF,unknown,,,57.0,9.0,10,,0,
6,7,car,2,OFF,unknown,,,40.0,4.0,10,,0,
6,6,car,2,OFF,unknown,,,7.0,,10,,0,
6,9,car,2,OFF,unknown,,,17.0,9.0,10,,0,
6,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
6,10,car,2,OFF,unknown,,,46.0,6.0,10,,0,
7,1,car,2,OFF,unknown,,,47.0,1.0,10,,0,
7,2,car,2,OFF,unknown,,,31.0,4.0,10,,0,
7,5,car,2,OFF,unknown,,,35.0,4.0,10,,0,
7,3,car,2,OFF,unknown,,,57.0,10.0,10,,0,
7,6,car,2,OFF,unknown,,,6.0,,10,,0,
7,4,car,2,OFF,unknown,,,7.0,1.0,10,,0,
7,7,car,2,OFF,unknown,,,40.0,5.0,10,,0,
7,8,car,2,OFF,unknown,,,27.0,10.0,10,,0,
7,9,car,2,OFF,unknown,,,17.0,10.0,10,,0,
