frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,56.0,10.0,5,,0,
0,2,car,2,OFF,unknown,,,20.0,7.0,5,,0,
0,3,car,2,OFF,unknown,,,46.0,9.0,5,,0,
0,4,car,2,OFF,unknown,,,37.0,17.0,5,,0,
0,5,car,2,OFF,unknown,,,13.0,,5,,0,
1,1,car,2,OFF,unknown,,,56.0,9.0,5,,0,
1,3,car,2,OFF,unknown,,,47.0,10.0,5,,0,
1,2,car,2,OFF,unknown,,,19.0,6.0,5,,0,
1,4,car,2,OFF,unknown,,,37.0,18.0,5,,0,
1,5,car,2,OFF,unknown,,,13.0,,5,,0,
2,1,car,2,OFF,unknown,,,56.0,9.0,5,,0,
2,3,car,2,OFF,unknown,,,47.0,10.0,5,,0,
2,2,car,2,OFF,unknown,,,19.0,6.0,5,,0,
2,4,car,2,OFF,unknown,,,37.0,18.0,5,,0,
2,5,car,2,OFF,unknown,,,13.0,,5,,0,
3,1,car,2,OFF,unknown,,,56.0,9.0,5,,0,
3,2,car,2,OFF,unknown,,,18.0,5.0,5,,0,
3,3,car,2,OFF,unknown,,,47.0,10.0,5,,0,
3,4,car,2,OFF,unknown,,,37.0,19.0,5,,0,
3,5,car,2,OFF,unknown,,,13.0,,5,,0,
4,1,car,2,OFF,unknown,,,56.0,10.0,5,,0,
4,2,car,2,OFF,unknown,,,17.0,4.0,5,,0,
4,3,car,2,OFF,unknown,,,46.0,9.0,5,,0,
4,4,car,2,OFF,unknown,,,37.0,20.0,5,,0,
4,5,car,2,OFF,unknown,,,13.0,,5,,0,
5,1,car,2,OFF,unknown,,,56.0,10.0,5,,0,
5,2,car,2,OFF,unknown,,,17.0,4.0,5,,0,
5,3,car,2,OFF,unknown,,,46.0,9.0,5,,0,
5,4,car,2,OFF,unknown,,,37.0,20.0,5,,0,
5,5,car,2,OFF,unknown,,,13.0,,5,,0,
6,1,car,2,OFF,unknown,,,56.0,10.0,5,,0,
6,2,car,2,OFF,unknown,,,16.0,3.0,5,,0,
6,3,car,2,OFF,unknown,,,46.0,9.0,5,,0,
6,4,car,2,OFF,unknown,,,37.0,21.0,5,,0,
6,5,car,2,OFF,unknown,,,13.0,,5,,0,
7,1,car,2,OFF,unknown,,,56.0,10.0,6,,0,
7,3,car,2,OFF,unknown,,,46.0,9.0,6,,0,
7,2,car,2,OFF,unknown,,,15.0,2.0,6,,0,
7,4,car,2,OFF,unknown,,,37.0,6.0,6,,0,
7,5,car,2,OFF,unknown,,,13.0,,6,,0,
7,6,car,2,OFF,unknown,,,31.0,16.0,6,,0,
8,1,car,2,OFF,unknown,,,56.0,10.0,6,,0,
8,3,car,2,OFF,unknown,,,46.0,9.0,6,,0,
8,2,car,2,OFF,unknown,,,15.0,2.0,6,,0,
8,4,car,2,OFF,unknown,,,37.0,6.0,6,,0,
8,5,car,2,OFF,unknown,,,13.0,,6,,0,
8,6,car,2,OFF,unknown,,,31.0,16.0,6,,0,
9,1,car,2,RED,red,,,56.0,10.0,6,,0,
9,3,car,2,RED,red,,,46.0,9.0,6,,0,
9,2,car,2,RED,red,,,14.0,1.0,6,,0,
9,4,car,2,RED,red,,,37.0,6.0,6,,0,
9,5,car,2,RED,red,,,13.0,,6,,0,
9,6,car,2,RED,red,,,31.0,17.0,6,,0,
10,1,car,2,RED,red,,,56.0,10.0,6,,0,
10,2,car,2,RED,red,,,14.0,1.0,6,,0,
10,3,car,2,RED,red,,,46.0,9.0,6,,0,
10,4,car,2,RED,red,,,37.0,6.0,6,,0,
10,5,car,2,RED,red,,,13.0,,6,,0,
10,6,car,2,RED,red,,,31.0,17.0,6,,0,
11,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
11,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
11,2,car,2,YELLOW,yellow,14.0,50.4,13.0,,6,0.929,1,
11,4,car,2,YELLOW,yellow,0.0,0.0,37.0,7.0,6,,1,
11,5,car,2,YELLOW,yellow,0.0,0.0,13.0,,6,,1,
11,6,car,2,YELLOW,yellow,,,30.0,17.0,6,,1,
12,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
12,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
12,2,car,2,YELLOW,yellow,12.923,46.523,13.0,,6,1.006,1,
12,4,car,2,YELLOW,yellow,0.0,0.0,37.0,6.0,6,,1,
12,5,car,2,YELLOW,yellow,0.0,0.0,13.0,,6,,1,
12,6,car,2,YELLOW,yellow,,,31.0,18.0,6,,1,
13,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
13,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
13,2,car,2,YELLOW,yellow,13.714,49.371,12.0,,6,0.875,1,
13,4,car,2,YELLOW,yellow,0.0,0.0,37.0,6.0,6,,1,
13,5,car,2,YELLOW,yellow,0.0,0.0,13.0,1.0,6,,1,
13,6,car,2,YELLOW,yellow,,,31.0,18.0,6,,1,
14,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
14,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
14,2,car,2,YELLOW,yellow,12.8,46.08,12.0,,6,0.938,1,
14,4,car,2,YELLOW,yellow,0.0,0.0,37.0,9.0,6,,1,
14,5,car,2,YELLOW,yellow,0.0,0.0,13.0,1.0,6,,1,
14,6,car,2,YELLOW,yellow,,,28.0,15.0,6,,1,
15,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
15,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
15,2,car,2,YELLOW,yellow,13.5,48.6,11.0,,6,0.815,1,
15,4,car,2,YELLOW,yellow,0.0,0.0,37.0,10.0,6,,1,
15,5,car,2,YELLOW,yellow,0.0,0.0,13.0,2.0,6,,1,
15,6,car,2,YELLOW,yellow,,,27.0,14.0,6,,1,
16,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,6,,1,
16,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,6,,1,
16,2,car,2,YELLOW,yellow,14.118,50.824,10.0,,6,0.708,1,
16,4,car,2,YELLOW,yellow,0.0,0.0,37.0,11.0,6,,1,
16,5,car,2,YELLOW,yellow,0.0,0.0,13.0,3.0,6,,1,
16,6,car,2,YELLOW,yellow,,,26.0,13.0,6,,1,
17,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
17,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
17,2,car,2,YELLOW,yellow,13.333,48.0,10.0,,5,0.75,1,
17,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
17,5,car,2,YELLOW,yellow,1.333,4.8,12.0,2.0,5,9.0,1,
18,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
18,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
18,2,car,2,YELLOW,yellow,12.632,45.474,10.0,,5,0.792,1,
18,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
18,5,car,2,YELLOW,yellow,1.263,4.547,12.0,2.0,5,9.5,1,
19,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
19,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
19,2,car,2,YELLOW,yellow,13.2,47.52,9.0,,5,0.682,1,
19,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
19,5,car,2,YELLOW,yellow,1.2,4.32,12.0,3.0,5,10.0,1,
20,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
20,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
20,2,car,2,YELLOW,yellow,12.571,45.257,9.0,,5,0.716,1,
20,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
20,5,car,2,YELLOW,yellow,1.143,4.114,12.0,3.0,5,10.5,1,
21,1,car,2,YELLOW,yellow,0.0,0.0,56.0,9.0,5,,1,
21,3,car,2,YELLOW,yellow,1.091,3.927,47.0,10.0,5,43.083,1,
21,2,car,2,YELLOW,yellow,13.091,47.127,8.0,,5,0.611,1,
21,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
21,5,car,2,YELLOW,yellow,1.091,3.927,12.0,4.0,5,11.0,1,
22,1,car,2,YELLOW,yellow,0.0,0.0,56.0,9.0,5,,1,
22,3,car,2,YELLOW,yellow,1.043,3.757,47.0,10.0,5,45.042,1,
22,2,car,2,YELLOW,yellow,13.565,48.835,7.0,,5,0.516,1,
22,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
22,5,car,2,YELLOW,yellow,1.043,3.757,12.0,5.0,5,11.5,1,
23,1,car,2,YELLOW,yellow,0.0,0.0,56.0,9.0,5,,1,
23,3,car,2,YELLOW,yellow,1.0,3.6,47.0,10.0,5,47.0,1,
23,2,car,2,YELLOW,yellow,13.0,46.8,7.0,,5,0.538,1,
23,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
23,5,car,2,YELLOW,yellow,1.0,3.6,12.0,5.0,5,12.0,1,
24,1,car,2,YELLOW,yellow,0.0,0.0,56.0,9.0,5,,1,
24,3,car,2,YELLOW,yellow,0.0,0.0,47.0,10.0,5,,1,
24,2,car,2,YELLOW,yellow,12.0,43.2,7.0,,5,0.583,1,
24,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
24,5,car,2,YELLOW,yellow,1.0,3.6,12.0,5.0,5,12.0,1,
25,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
25,3,car,2,YELLOW,yellow,1.0,3.6,46.0,9.0,5,46.0,1,
25,2,car,2,YELLOW,yellow,13.0,46.8,6.0,,5,0.462,1,
25,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
25,5,car,2,YELLOW,yellow,1.0,3.6,12.0,6.0,5,12.0,1,
26,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
26,3,car,2,YELLOW,yellow,1.0,3.6,46.0,9.0,5,46.0,1,
26,2,car,2,YELLOW,yellow,12.0,43.2,6.0,,5,0.5,1,
26,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
26,5,car,2,YELLOW,yellow,1.0,3.6,12.0,6.0,5,12.0,1,
27,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
27,2,car,2,YELLOW,yellow,12.0,43.2,5.0,,5,0.417,1,
27,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
27,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
27,5,car,2,YELLOW,yellow,1.0,3.6,12.0,7.0,5,12.0,1,
28,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
28,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
28,2,car,2,YELLOW,yellow,13.0,46.8,4.0,,5,0.308,1,
28,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
28,5,car,2,YELLOW,yellow,1.0,3.6,12.0,8.0,5,12.0,1,
29,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
29,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
29,2,car,2,YELLOW,yellow,12.0,43.2,4.0,,5,0.333,1,
29,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
29,5,car,2,YELLOW,yellow,1.0,3.6,12.0,8.0,5,12.0,1,
30,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
30,2,car,2,YELLOW,yellow,11.0,39.6,4.0,,5,0.364,1,
30,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
30,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
30,5,car,2,YELLOW,yellow,1.0,3.6,12.0,8.0,5,12.0,1,
31,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
31,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
31,2,car,2,YELLOW,yellow,12.0,43.2,3.0,,5,0.25,1,
31,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
31,5,car,2,YELLOW,yellow,1.0,3.6,12.0,9.0,5,12.0,1,
32,1,car,2,YELLOW,yellow,0.0,0.0,56.0,10.0,5,,1,
32,2,car,2,YELLOW,yellow,11.0,39.6,3.0,,5,0.273,1,
32,3,car,2,YELLOW,yellow,0.0,0.0,46.0,9.0,5,,1,
32,4,car,2,YELLOW,yellow,0.0,0.0,37.0,25.0,5,,1,
32,5,car,2,YELLOW,yellow,1.0,3.6,12.0,9.0,5,12.0,1,
