frame_index,tracker_id,vehicle_type,class_id,traffic_light_status,phase_state,speed_ms,speed_kmh,distance_to_stop_line_m,distance_to_front_vehicle_m,traffic_density,ttc_s,pending_yellow_decision,yellow_light_decision
0,1,car,2,OFF,unknown,,,30.0,3.0,4,,0,
0,2,car,2,OFF,unknown,,,27.0,14.0,4,,0,
0,3,car,2,OFF,unknown,,,13.0,,4,,0,
0,4,car,2,OFF,unknown,,,27.0,14.0,4,,0,
1,1,car,2,OFF,unknown,,,30.0,3.0,4,,0,
1,2,car,2,OFF,unknown,,,27.0,14.0,4,,0,
1,3,car,2,OFF,unknown,,,13.0,,4,,0,
1,4,car,2,OFF,unknown,,,27.0,14.0,4,,0,
2,1,car,2,OFF,unknown,,,29.0,2.0,4,,0,
2,2,car,2,OFF,unknown,,,27.0,15.0,4,,0,
2,3,car,2,OFF,unknown,,,12.0,,4,,0,
2,4,car,2,OFF,unknown,,,27.0,15.0,4,,0,
3,2,car,2,OFF,unknown,,,27.0,15.0,4,,0,
3,3,car,2,OFF,unknown,,,12.0,,4,,0,
3,1,car,2,OFF,unknown,,,28.0,1.0,4,,0,
3,4,car,2,OFF,unknown,,,27.0,15.0,4,,0,
4,1,car,2,OFF,unknown,,,27.0,16.0,4,,0,
4,2,car,2,OFF,unknown,,,27.0,16.0,4,,0,
4,3,car,2,OFF,unknown,,,11.0,,4,,0,
4,4,car,2,OFF,unknown,,,27.0,16.0,4,,0,
5,1,car,2,OFF,unknown,,,26.0,16.0,4,,0,
5,2,car,2,OFF,unknown,,,27.0,1.0,4,,0,
5,3,car,2,OFF,unknown,,,10.0,,4,,0,
5,4,car,2,OFF,unknown,,,27.0,1.0,4,,0,
6,1,car,2,OFF,unknown,,,25.0,15.0,4,,0,
6,2,car,2,OFF,unknown,,,27.0,2.0,4,,0,
6,3,car,2,OFF,unknown,,,10.0,,4,,0,
6,4,car,2,OFF,unknown,,,27.0,2.0,4,,0,
7,1,car,2,OFF,unknown,,,25.0,16.0,4,,0,
7,2,car,2,OFF,unknown,,,27.0,2.0,4,,0,
7,3,car,2,OFF,unknown,,,9.0,,4,,0,
7,4,car,2,OFF,unknown,,,27.0,2.0,4,,0,
8,1,car,2,OFF,unknown,,,24.0,15.0,4,,0,
8,2,car,2,OFF,unknown,,,27.0,3.0,4,,0,
8,3,car,2,OFF,unknown,,,9.0,,4,,0,
8,4,car,2,OFF,unknown,,,27.0,3.0,4,,0,
9,2,car,2,YELLOW,yellow,,,27.0,4.0,4,,1,
9,1,car,2,YELLOW,yellow,,,23.0,15.0,4,,1,
9,3,car,2,YELLOW,yellow,,,8.0,,4,,1,
9,4,car,2,YELLOW,yellow,,,27.0,4.0,4,,1,
10,1,car,2,YELLOW,yellow,,,22.0,14.0,4,,1,
10,2,car,2,YELLOW,yellow,,,27.0,5.0,4,,1,
10,3,car,2,YELLOW,yellow,,,8.0,,4,,1,
10,4,car,2,YELLOW,yellow,,,27.0,5.0,4,,1,
11,1,car,2,YELLOW,yellow,18.0,64.8,21.0,14.0,4,1.167,1,
11,2,car,2,YELLOW,yellow,0.0,0.0,27.0,6.0,4,,1,
11,3,car,2,YELLOW,yellow,12.0,43.2,7.0,,4,0.583,1,
11,4,car,2,YELLOW,yellow,0.0,0.0,27.0,6.0,4,,1,
12,1,car,2,YELLOW,yellow,18.462,66.462,20.0,13.0,4,1.083,1,
12,2,car,2,YELLOW,yellow,0.0,0.0,27.0,7.0,4,,1,
12,3,car,2,YELLOW,yellow,11.077,39.877,7.0,,4,0.632,1,
12,4,car,2,YELLOW,yellow,0.0,0.0,27.0,7.0,4,,1,
13,5,car,2,YELLOW,yellow,,,57.0,30.0,5,,1,
13,2,car,2,YELLOW,yellow,0.0,0.0,27.0,8.0,5,,1,
13,1,car,2,YELLOW,yellow,18.857,67.886,19.0,13.0,5,1.008,1,
13,3,car,2,YELLOW,yellow,12.0,43.2,6.0,,5,0.5,1,
13,4,car,2,YELLOW,yellow,0.0,0.0,27.0,8.0,5,,1,
14,5,car,2,YELLOW,yellow,,,56.0,29.0,5,,1,
14,1,car,2,YELLOW,yellow,17.6,63.36,19.0,13.0,5,1.08,1,
14,2,car,2,YELLOW,yellow,0.0,0.0,27.0,8.0,5,,1,
14,3,car,2,YELLOW,yellow,11.2,40.32,6.0,,5,0.536,1,
14,4,car,2,YELLOW,yellow,0.0,0.0,27.0,8.0,5,,1,
15,5,car,2,YELLOW,yellow,,,55.0,28.0,4,,1,
15,1,car,2,YELLOW,yellow,19.5,70.2,17.0,,4,0.872,1,
15,2,car,2,YELLOW,yellow,0.0,0.0,27.0,10.0,4,,1,
15,4,car,2,YELLOW,yellow,0.0,0.0,27.0,10.0,4,,1,
16,5,car,2,YELLOW,yellow,,,55.0,28.0,5,,1,
16,1,car,2,YELLOW,yellow,18.353,66.071,17.0,12.0,5,0.926,1,
16,2,car,2,YELLOW,yellow,0.0,0.0,27.0,10.0,5,,1,
16,4,car,2,YELLOW,yellow,0.0,0.0,27.0,10.0,5,,1,
16,3,car,2,YELLOW,yellow,12.0,43.2,5.0,,5,0.417,1,
17,5,car,2,YELLOW,yellow,,,54.0,27.0,5,,1,
17,1,car,2,YELLOW,yellow,18.667,67.2,16.0,12.0,5,0.857,1,
17,2,car,2,YELLOW,yellow,0.0,0.0,27.0,11.0,5,,1,
17,4,car,2,YELLOW,yellow,0.0,0.0,27.0,11.0,5,,1,
17,3,car,2,YELLOW,yellow,12.706,45.741,4.0,,5,0.315,1,
18,5,car,2,YELLOW,yellow,,,53.0,26.0,4,,1,
18,1,car,2,YELLOW,yellow,18.947,68.211,15.0,,4,0.792,1,
