frame_index,tracker_id,vehicle_type,class_id,x,y,distance,time_s,speed_kmh,speed_ms,traffic_light_status,yellow_light,distance_to_stop_line,distance_to_front_vehicle,traffic_density,ttc,yellow_light_decision,go_stop_label
226,2,car,2,6,40,11.0,1.0,39.6,11.0,YELLOW,True,40.0,12.0,2,3.636363636363636,,0
226,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
227,2,car,2,6,40,10.0,1.0,36.0,10.0,YELLOW,True,40.0,12.0,2,4.0,,0
227,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
228,2,car,2,6,39,11.0,1.0,39.6,11.0,YELLOW,True,39.0,11.0,2,3.5454545454545454,,0
228,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
229,2,car,2,6,39,10.0,1.0,36.0,10.0,YELLOW,True,39.0,11.0,2,3.9,,0
229,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
230,2,car,2,6,38,11.0,1.0,39.6,11.0,YELLOW,True,38.0,10.0,2,3.4545454545454546,,0
230,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
231,2,car,2,6,38,10.0,1.0,36.0,10.0,YELLOW,True,38.0,10.0,2,3.8,,0
231,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
232,2,car,2,6,37,11.0,1.0,39.6,11.0,YELLOW,True,37.0,9.0,2,3.363636363636364,,0
232,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
233,2,car,2,6,37,10.0,1.0,36.0,10.0,YELLOW,True,37.0,9.0,2,3.7,,0
233,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
234,2,car,2,6,36,11.0,1.0,39.6,11.0,YELLOW,True,36.0,8.0,2,3.272727272727273,,0
234,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
235,2,car,2,6,36,11.0,1.0,39.6,11.0,YELLOW,True,36.0,8.0,2,3.272727272727273,,0
235,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
236,2,car,2,6,36,10.0,1.0,36.0,10.0,YELLOW,True,36.0,8.0,2,3.6,,0
236,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
237,2,car,2,6,35,11.0,1.0,39.6,11.0,YELLOW,True,35.0,7.0,2,3.1818181818181817,,0
237,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
238,2,car,2,6,34,11.0,1.0,39.6,11.0,YELLOW,True,34.0,6.0,2,3.090909090909091,,0
238,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
239,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
239,2,car,2,6,34,11.0,1.0,39.6,11.0,YELLOW,True,34.0,6.0,2,3.090909090909091,,0
240,2,car,2,6,33,11.0,1.0,39.6,11.0,YELLOW,True,33.0,5.0,2,3.0,,0
240,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
241,2,car,2,6,33,11.0,1.0,39.6,11.0,YELLOW,True,33.0,5.0,2,3.0,,0
241,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
242,2,car,2,6,33,10.0,1.0,36.0,10.0,YELLOW,True,33.0,5.0,2,3.3,,0
242,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
243,2,car,2,6,32,11.0,1.0,39.6,11.0,YELLOW,True,32.0,4.0,2,2.909090909090909,,0
243,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
244,2,car,2,6,32,12.0,1.0,43.2,12.0,YELLOW,True,32.0,4.0,2,2.6666666666666665,,0
244,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
245,2,car,2,6,32,11.0,1.0,39.6,11.0,YELLOW,True,32.0,4.0,2,2.909090909090909,,0
245,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
246,2,car,2,6,31,12.0,1.0,43.2,12.0,YELLOW,True,31.0,3.0,2,2.583333333333333,,0
246,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
247,2,car,2,6,31,11.0,1.0,39.6,11.0,YELLOW,True,31.0,3.0,2,2.8181818181818183,,0
247,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
248,2,car,2,6,30,12.0,1.0,43.2,12.0,YELLOW,True,30.0,2.0,2,2.5,,0
248,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
249,2,car,2,6,30,11.0,1.0,39.6,11.0,YELLOW,True,30.0,2.0,2,2.727272727272727,,0
249,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
250,2,car,2,6,30,10.0,1.0,36.0,10.0,YELLOW,True,30.0,2.0,2,3.0,,0
250,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
251,2,car,2,6,29,11.0,1.0,39.6,11.0,YELLOW,True,29.0,1.0,2,2.636363636363636,,0
251,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
252,2,car,2,6,29,11.0,1.0,39.6,11.0,YELLOW,True,29.0,1.0,2,2.636363636363636,,0
252,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
253,2,car,2,6,29,10.0,1.0,36.0,10.0,YELLOW,True,29.0,1.0,2,2.9,,0
253,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
254,2,car,2,6,28,11.0,1.0,39.6,11.0,YELLOW,True,28.0,,2,2.5454545454545454,,0
254,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,2,999.0,,0
255,2,car,2,6,27,11.0,1.0,39.6,11.0,YELLOW,True,27.0,,2,2.4545454545454546,,0
255,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,1.0,2,999.0,,0
256,2,car,2,6,27,11.0,1.0,39.6,11.0,YELLOW,True,27.0,,2,2.4545454545454546,,0
256,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,1.0,2,999.0,,0
257,2,car,2,6,27,10.0,1.0,36.0,10.0,YELLOW,True,27.0,,2,2.7,,0
257,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,1.0,2,999.0,,0
258,2,car,2,6,27,10.0,1.0,36.0,10.0,YELLOW,True,27.0,,2,2.7,,0
258,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,1.0,2,999.0,,0
259,2,car,2,6,27,9.0,1.0,32.4,9.0,YELLOW,True,27.0,,2,3.0,,0
259,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,1.0,2,999.0,,0
260,2,car,2,6,26,10.0,1.0,36.0,10.0,YELLOW,True,26.0,,2,2.6,,0
260,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,2.0,2,999.0,,0
261,2,car,2,6,25,11.0,1.0,39.6,11.0,YELLOW,True,25.0,,2,2.272727272727273,,0
261,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,3.0,2,999.0,,0
262,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,3.0,2,999.0,,0
262,2,car,2,6,25,10.0,1.0,36.0,10.0,YELLOW,True,25.0,,2,2.5,,0
263,2,car,2,6,25,9.0,1.0,32.4,9.0,YELLOW,True,25.0,,2,2.7777777777777777,,0
263,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,3.0,2,999.0,,0
264,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
264,2,car,2,6,23,11.0,1.0,39.6,11.0,YELLOW,True,23.0,,2,2.090909090909091,,0
265,2,car,2,6,23,10.0,1.0,36.0,10.0,YELLOW,True,23.0,,2,2.3,,0
265,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
266,2,car,2,6,23,10.0,1.0,36.0,10.0,YELLOW,True,23.0,,2,2.3,,0
266,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
267,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
267,2,car,2,6,23,10.0,1.0,36.0,10.0,YELLOW,True,23.0,,2,2.3,,0
268,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
268,2,car,2,6,23,9.0,1.0,32.4,9.0,YELLOW,True,23.0,,2,2.555555555555556,,0
269,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
269,2,car,2,6,23,9.0,1.0,32.4,9.0,YELLOW,True,23.0,,2,2.555555555555556,,0
270,2,car,2,6,23,9.0,1.0,32.4,9.0,YELLOW,True,23.0,,2,2.555555555555556,,0
270,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,5.0,2,999.0,,0
271,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,6.0,2,999.0,,0
271,2,car,2,6,22,9.0,1.0,32.4,9.0,YELLOW,True,22.0,,2,2.4444444444444446,,0
272,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
273,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
274,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
275,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
276,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
277,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
278,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
279,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
280,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
281,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
282,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
283,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
284,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
285,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
286,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
287,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
288,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
289,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
290,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
291,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
292,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
293,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
294,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
295,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
296,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
297,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
298,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
299,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
300,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
301,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
302,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
303,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
304,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
305,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
306,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
309,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
316,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
318,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
319,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
320,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
321,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
321,3,car,2,6,6,,,,0.0,YELLOW,True,6.0,,2,999.0,,0
322,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
322,3,car,2,6,6,,,,0.0,YELLOW,True,6.0,,2,999.0,,0
323,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
324,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
325,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
326,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
327,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
328,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
329,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
330,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
331,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
332,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
333,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
334,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
335,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
336,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
337,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
338,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
339,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
340,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
341,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
341,3,car,2,6,6,,,,0.0,YELLOW,True,6.0,,2,999.0,,0
342,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
342,3,car,2,6,6,,,,0.0,YELLOW,True,6.0,,2,999.0,,0
343,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
343,3,car,2,6,6,,,,0.0,YELLOW,True,6.0,,2,999.0,,0
344,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
344,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
345,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
345,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
346,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
346,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
347,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
347,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
348,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
348,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
349,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
349,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
350,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
350,3,car,2,6,5,,,,0.0,YELLOW,True,5.0,,2,999.0,,0
351,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
351,3,car,2,6,5,1.0,0.5,7.2,2.0,YELLOW,True,5.0,,2,2.5,,0
352,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
352,3,car,2,6,6,0.0,0.5384615384615384,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
353,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
353,3,car,2,6,5,1.0,0.5769230769230769,6.24,1.7333333333333334,YELLOW,True,5.0,,2,2.8846153846153846,,0
354,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
354,3,car,2,6,5,1.0,0.6153846153846154,5.8500000000000005,1.625,YELLOW,True,5.0,,2,3.076923076923077,,0
355,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
355,3,car,2,6,5,1.0,0.6538461538461539,5.505882352941176,1.5294117647058822,YELLOW,True,5.0,,2,3.2692307692307696,,0
356,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
356,3,car,2,6,5,1.0,0.6923076923076923,5.2,1.4444444444444444,YELLOW,True,5.0,,2,3.4615384615384617,,0
357,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
357,3,car,2,6,5,1.0,0.7307692307692307,4.926315789473684,1.368421052631579,YELLOW,True,5.0,,2,3.6538461538461537,,0
358,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
358,3,car,2,6,5,1.0,0.7692307692307693,4.68,1.2999999999999998,YELLOW,True,5.0,,2,3.846153846153847,,0
359,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
359,3,car,2,6,6,0.0,0.8076923076923077,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
360,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
360,3,car,2,6,6,0.0,0.8461538461538461,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
361,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
361,3,car,2,6,6,0.0,0.8846153846153846,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
362,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
362,3,car,2,6,6,0.0,0.9230769230769232,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
363,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
363,3,car,2,6,6,0.0,0.9615384615384616,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
364,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
364,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
365,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
365,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
366,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
366,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
367,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
367,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
368,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
368,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
369,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
369,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
370,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
370,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
371,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
371,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
372,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
372,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
373,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
373,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
374,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
374,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
375,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
375,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
376,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
376,3,car,2,6,6,1.0,1.0,3.6,1.0,YELLOW,True,6.0,,2,6.0,,0
377,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
377,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
378,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
378,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
379,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
379,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
380,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
380,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
381,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
381,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
382,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
382,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
383,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
383,3,car,2,6,5,0.0,1.0,0.0,0.0,YELLOW,True,5.0,,2,999.0,,0
384,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
384,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
385,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
385,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
386,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
386,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
387,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
387,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
388,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
388,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
389,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
389,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
390,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
390,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
391,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
391,3,car,2,6,6,0.0,1.0,0.0,0.0,YELLOW,True,6.0,,2,999.0,,0
392,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
392,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
393,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
393,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
394,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,,1,999.0,,0
395,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
395,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
396,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
396,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
397,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,23.0,2,999.0,,0
397,3,car,2,6,5,1.0,1.0,3.6,1.0,YELLOW,True,5.0,,2,5.0,,0
398,1,car,2,4,28,0.0,1.0,0.0,0.0,YELLOW,True,28.0,22.0,2,999.0,,0
