frame,vehicle_id,speed_m_s,dist_to_stop_m,X0,Xc,dilemma_zone
178,12,24.594448,10.899723,72.08057,123.304085,False
178,19,5.623728,13.564871,5.6830482,12.953636,False
178,21,0.0044670063,10.8639555,-13.984365,0.00670336,False
179,9,1.2454381,6.937293,-9.640966,2.089745,False
179,12,24.375061,10.899729,71.31271,121.440254,False
179,19,4.2411165,13.564873,0.8439083,8.931256,False
179,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
180,9,2.6773827,6.741608,-4.629161,5.040128,False
180,12,24.389332,10.898767,71.36266,121.561066,False
180,19,6.047739,13.381849,7.1670876,14.296629,True
180,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
181,9,3.2384148,6.5195003,-2.6655483,6.355812,False
181,12,24.389332,10.898767,71.36266,121.561066,False
181,19,2.8682954,13.29146,-3.960966,5.4777455,False
181,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
182,9,3.2284822,6.518067,-2.7003117,6.3317375,False
182,12,0.5741525,10.965968,-11.990466,0.90832186,False
182,19,2.9438996,13.284021,-3.696351,5.653928,False
182,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
183,9,5.018664,6.28217,3.5653229,11.126137,True
183,12,0.59060585,10.968008,-11.932879,0.9357395,False
183,19,5.3609905,12.967289,4.763466,12.147232,False
183,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
184,9,3.5865417,6.2914124,-1.4471045,7.217424,True
184,12,0.59526235,10.968571,-11.916582,0.94351315,False
184,19,3.545131,12.966521,-1.592042,7.113118,False
184,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
185,9,4.1651483,5.9879665,0.57801914,8.726074,True
185,12,0.6318563,10.974939,-11.788503,1.0048192,False
185,19,5.265602,12.607809,4.4296074,11.859341,False
185,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
186,9,4.2685876,5.9933763,0.9400568,9.005859,True
186,12,0.092065476,10.975665,-13.677771,0.13930908,False
186,19,5.161748,12.60733,4.0661182,11.548857,False
186,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
187,9,4.224698,5.767001,0.7864437,8.886772,True
187,12,0.12279732,10.968323,-13.5702095,0.18635015,False
187,19,3.7638323,12.486702,-0.8265867,7.669525,False
187,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
188,9,4.1598063,5.76774,0.55932236,8.711708,True
188,12,0.1218575,10.968837,-13.573499,0.18490757,False
188,19,3.7899768,12.481886,-0.7350807,7.736954,False
188,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
189,9,4.7624764,5.3853416,2.6686668,10.383883,True
189,12,0.091310486,10.971379,-13.680413,0.1381568,False
189,19,3.3475378,12.180733,-2.283618,6.6221647,False
189,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
190,9,4.7318892,5.3967066,2.561613,10.296516,True
190,12,0.08852001,10.971194,-13.69018,0.13389942,False
190,19,3.3461254,12.182119,-2.2885609,6.6186957,False
190,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
191,9,4.7024803,5.1693916,2.458681,10.212767,True
191,12,0.0784282,10.965209,-13.725501,0.11852101,False
191,19,4.4741364,11.901084,1.6594772,9.570904,False
191,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
192,9,5.838293,5.0175714,6.434025,13.626821,False
192,12,0.084177814,10.964731,-13.705378,0.12727898,False
192,19,5.411762,11.77134,4.941168,12.301525,True
192,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
193,9,3.000149,5.0232043,-3.4994783,5.7860656,True
193,12,0.062986925,10.964908,-13.779546,0.09504715,False
193,19,3.1601033,11.769971,-2.9396381,6.166763,False
193,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
194,9,2.910289,5.023216,-3.8139887,5.5754023,True
194,12,0.060224373,10.964901,-13.789215,0.0908547,False
194,19,3.1488328,11.76998,-2.979085,6.139699,False
194,21,0.0025160215,10.863943,-13.991194,0.0037749365,False
195,9,2.4307597,4.8762755,-5.492341,4.4902244,False
195,12,0.088231765,10.955349,-13.691189,0.13345976,False
195,19,4.547163,11.3042555,1.9150705,9.774557,False
196,9,1.2974715,4.8779473,-9.45885,2.1866977,False
196,12,0.086922586,10.956038,-13.69577,0.13146324,False
196,19,3.5674946,11.303737,-1.5137691,7.169388,False
197,9,2.2434986,4.7461843,-6.147755,4.0842886,False
197,12,0.086922586,10.956038,-13.69577,0.13146324,False
197,19,5.9571295,10.986667,6.8499527,14.0053215,True
198,9,2.95933,4.65325,-3.6423445,5.690086,True
198,12,0.086922586,10.956038,-13.69577,0.13146324,False
198,19,6.7343397,10.887438,9.5701885,16.58027,True
199,9,1.790035,4.6617637,-7.7348776,3.142799,False
199,12,0.086922586,10.956038,-13.69577,0.13146324,False
199,19,3.2204745,10.889148,-2.7283392,6.3123484,False
200,9,2.67732,4.543865,-4.62938,5.0399857,True
200,12,0.086922586,10.956038,-13.69577,0.13146324,False
200,19,5.5237026,10.593781,5.332958,12.64431,True
201,9,1.772765,4.5325103,-7.7953224,3.108104,False
201,12,0.086922586,10.956038,-13.69577,0.13146324,False
201,19,3.1418457,10.596007,-3.00354,6.122939,False
202,9,1.0570952,4.5325413,-10.300167,1.7452786,False
202,12,0.086922586,10.956038,-13.69577,0.13146324,False
202,19,2.3696952,10.596566,-5.706067,4.3567505,False
203,9,3.395023,4.2120585,-2.1174192,6.739132,True
203,19,4.186247,10.351333,0.65186405,8.782893,False
204,9,3.3266456,4.1046605,-2.35674,6.570907,True
204,19,3.182778,10.178383,-2.8602772,6.2213206,False
205,9,3.2586493,4.106882,-2.5947275,6.4049444,True
205,19,3.17677,10.17873,-2.8813047,6.20685,False
206,9,3.8544111,4.0580697,-0.50956154,7.9039717,True
206,19,4.7779703,9.983523,2.7228966,10.428242,True
207,9,1.5988262,4.077154,-8.404108,2.763417,False
207,19,2.9901006,9.97752,-3.534648,5.762394,False
208,9,0.7703094,4.0775957,-11.303917,1.2402321,False
208,19,1.6865306,9.977627,-8.097143,2.9361367,False
209,9,2.4381716,3.8541033,-5.466399,4.506498,True
209,19,3.594087,9.722119,-1.4206963,7.2364817,False
210,9,3.2010214,3.676549,-2.7964249,6.2653236,True
210,19,3.219129,9.558323,-2.7330484,6.3090925,False
211,9,3.1235483,3.6670315,-3.0675812,6.079116,True
211,19,3.1667273,9.558486,-2.9164543,6.182686,False
212,9,4.627495,3.4668434,2.1962318,10.000343,True
212,19,5.380748,9.264509,4.832617,12.207185,True
213,9,2.9766672,3.4702618,-3.581665,5.730793,True
213,19,3.4726734,9.265544,-1.845643,6.9317904,False
214,9,3.7716594,3.1849062,-0.7991924,7.6896906,True
214,19,4.3007727,8.991291,1.0527039,9.093536,True
215,9,6.0079713,2.8804626,7.027899,14.1684885,False
215,19,6.010521,8.763247,7.0368233,14.17669,True
216,9,4.584849,2.8915546,2.0469704,9.880251,True
216,19,3.839935,8.758123,-0.5602274,7.8663454,False
217,9,4.550155,2.8916209,1.9255428,9.782934,True
217,19,3.8294344,8.757484,-0.59697914,7.83909,False
218,9,2.8056674,2.8893464,-4.1801643,5.3330393,True
218,19,3.5314295,8.526098,-1.6399965,7.0787153,False
219,9,0.539502,2.883458,-12.111743,0.8508334,False
219,19,1.8201455,8.526758,-7.629491,3.2034938,False
220,9,2.5221071,2.6078331,-5.1726246,4.6918783,True
220,12,60.518276,16.77429,197.81396,613.9862,False
220,19,3.2608314,8.328826,-2.5870905,6.4102497,False
221,9,2.967338,2.6461234,-3.614317,5.7088776,True
221,12,61.390648,16.61795,200.86726,630.4877,False
221,19,4.4776163,8.177593,1.6716576,9.580574,True
222,9,2.591446,2.6416597,-4.9299393,4.846539,True
222,12,61.39114,16.616566,200.86899,630.497,False
222,19,2.7716663,8.18257,-4.2991676,5.254947,False
223,9,2.5465527,2.64168,-5.0870657,4.746248,True
223,12,61.391068,16.616632,200.86874,630.49567,False
223,19,2.7650836,8.182569,-4.3222075,5.2398663,False
224,9,2.1290073,2.4218748,-6.5484743,3.8410356,True
224,12,4.562366,16.16994,1.9682808,9.817146,False
224,19,3.3253412,7.977565,-2.3613052,6.567711,False
225,9,1.7293953,2.4225018,-7.9471164,3.021351,True
225,12,3.3958933,16.170761,-2.1143732,6.7412815,False
225,19,2.1834064,7.96966,-6.358078,3.9561472,False
226,9,2.5243037,2.318614,-5.164937,4.696757,True
226,12,6.0543075,15.824733,7.190077,14.317839,False
226,19,3.1304283,7.838562,-3.043501,6.095583,False
227,9,2.9978852,2.2559817,-3.5074015,5.7807302,True
227,12,7.4534264,15.638846,12.086992,19.116364,True
227,19,4.153404,7.70869,0.5369148,8.694502,True
228,9,1.3764899,2.2533016,-9.182285,2.3354099,True
228,12,4.0990143,15.637721,0.34655,8.548796,False
228,19,2.1465535,7.713487,-6.4870625,3.878072,False
229,9,2.5349102,2.0953846,-5.1278143,4.7203326,True
229,12,6.2379136,15.363303,7.832697,14.915667,False
229,19,3.6896124,7.4981923,-1.0863571,7.479167,False
229,24,0.5678055,10.844473,-12.01268,0.8977659,False
230,9,1.7477149,2.0900939,-7.882998,3.0579305,True
230,12,3.6277642,15.356084,-1.302825,7.321743,False
230,19,2.7483761,7.493292,-4.380684,5.201646,False
230,24,0.3416944,10.847186,-12.8040695,0.52922094,False
231,9,1.2739787,2.0900939,-9.541075,2.1428282,True
231,12,2.2276793,15.356089,-6.2031226,4.050455,False
231,19,1.725239,7.4932866,-7.9616632,3.0130658,False
231,24,0.22780848,10.847187,-13.20267,0.34912652,False
232,9,3.0331197,1.8527423,-3.384081,5.8639393,True
232,12,5.1217327,14.969147,3.9260635,11.430048,False
232,19,2.6430216,7.4066606,-4.749424,4.96247,False
232,24,0.27618092,10.834375,-13.033367,0.42516795,False
233,9,2.201106,1.9006587,-6.2961287,3.993783,True
233,12,4.4147463,14.777827,1.4516125,9.406403,False
233,19,2.3243847,7.232538,-5.8646536,4.2584004,False
233,24,0.2170533,10.831925,-13.240314,0.33231026,False
234,9,2.215098,1.9069248,-6.247157,4.023598,True
234,12,4.5282946,14.760351,1.8490314,9.721792,False
234,19,2.3067365,7.2376695,-5.926422,4.220252,False
234,24,0.18963027,10.831732,-13.336294,0.2895825,False
235,9,3.0266736,1.799196,-3.406643,5.8486896,True
235,12,6.805521,14.459572,9.8193245,16.824726,True
235,19,4.2004967,6.9861403,0.70173836,8.821341,True
235,24,0.2396744,10.830654,-13.1611395,0.36771786,False
236,9,1.2532488,1.7977583,-9.613629,2.1042495,True
236,12,3.9140854,14.458114,-0.30070114,8.059709,False
236,19,3.2746284,6.98929,-2.5388002,6.4438267,False
236,24,0.13477138,10.830701,-13.5283,0.20475182,False
237,9,1.4483066,1.7220833,-8.930927,2.4721158,True
237,12,4.8095975,14.14955,2.8335915,10.519001,False
237,19,3.6271472,6.769027,-1.304985,7.320177,True
237,24,0.06367407,10.829837,-13.777141,0.09609031,False
238,9,1.4018828,1.7212929,-9.0934105,2.3835778,True
238,12,4.709879,14.157384,2.4845772,10.233812,False
238,19,3.6282687,6.774163,-1.3010597,7.323022,True
238,24,0.06419083,10.829607,-13.7753315,0.09687488,False
239,9,1.0096055,1.6838138,-10.466381,1.6600231,False
239,12,4.2210894,13.921657,0.77381325,8.877005,False
239,19,2.4712138,6.6768475,-5.350752,4.5792346,False
239,24,0.019080516,10.829187,-13.933218,0.028672783,False
240,9,1.0306363,1.6861435,-10.392773,1.697699,True
240,12,4.323828,13.9098,1.133399,9.156527,False
240,19,2.5802934,6.6602364,-4.968973,4.8215704,False
240,24,0.019820385,10.829035,-13.930629,0.029786699,False
241,9,1.4380705,1.5563256,-8.966753,2.452541,True
241,12,3.9384608,13.676238,-0.21538734,8.123615,False
241,19,2.2673278,6.4810305,-6.064353,4.1353884,False
241,24,0.15028295,10.847853,-13.4740095,0.22865085,False
242,9,1.5021762,1.5490679,-8.742384,2.5756261,True
242,12,3.861893,13.6768675,-0.4833746,7.923442,False
242,19,2.2522793,6.48495,-6.1170225,4.1030993,False
242,24,0.15509368,10.847204,-13.457172,0.23607683,False
243,9,1.8554745,1.4512197,-7.5058393,3.2750382,True
243,12,5.047722,13.283836,3.6670265,11.211511,False
243,19,3.3746595,6.2460036,-2.188692,6.6888933,True
243,24,0.15509368,10.847204,-13.457172,0.23607683,False
244,9,1.9270737,1.4461087,-7.255242,3.4211268,True
244,12,5.047722,13.283836,3.6670265,11.211511,False
244,19,3.8615901,6.164777,-0.48443413,7.922653,True
244,24,0.15509368,10.847204,-13.457172,0.23607683,False
244,25,0.93807435,13.117816,-10.71674,1.5328234,False
245,9,0.9591708,1.4470531,-10.642902,1.570186,True
245,12,5.047722,13.283836,3.6670265,11.211511,False
245,19,2.5352614,6.167278,-5.126585,4.7211137,False
245,24,0.15509368,10.847204,-13.457172,0.23607683,False
245,25,0.49590495,13.118355,-12.264333,0.77898914,False
246,9,0.8874605,1.4471,-10.893888,1.443703,False
246,12,5.047722,13.283836,3.6670265,11.211511,False
246,19,2.5061026,6.1673403,-5.2286415,4.6563754,False
246,24,0.15509368,10.847204,-13.457172,0.23607683,False
246,25,0.33092558,13.118329,-12.841761,0.5120329,False
247,9,1.25453,1.295291,-9.609145,2.10663,True
247,12,5.047722,13.283836,3.6670265,11.211511,False
247,19,2.0513012,5.9807,-6.8204455,3.6780715,False
247,24,0.15509368,10.847204,-13.457172,0.23607683,False
247,25,2.6498013,12.802672,-4.7256956,4.9777656,False
248,9,1.1875745,1.291447,-9.843489,1.982838,True
248,12,5.047722,13.283836,3.6670265,11.211511,False
248,19,1.5263573,5.992417,-8.657749,2.6223598,False
248,24,0.15509368,10.847204,-13.457172,0.23607683,False
248,25,2.4575725,12.807391,-5.3984966,4.5491676,False
249,9,1.5152738,1.2475809,-8.696542,2.6009183,True
249,12,5.047722,13.283836,3.6670265,11.211511,False
249,19,2.5827274,5.85189,-4.960454,4.827017,False
249,24,0.15509368,10.847204,-13.457172,0.23607683,False
249,25,4.092051,12.588108,0.32217884,8.530203,False
250,9,2.247414,1.1508044,-6.1340504,4.0926743,True
250,12,5.047722,13.283836,3.6670265,11.211511,False
250,19,3.336593,5.751495,-2.3219252,6.595297,True
250,24,0.15509368,10.847204,-13.457172,0.23607683,False
250,25,5.134096,12.450135,3.9693375,11.466707,False
251,9,1.1101142,1.1505063,-10.1146,1.8412219,True
251,12,5.047722,13.283836,3.6670265,11.211511,False
251,19,1.9442155,5.752226,-7.1952457,3.4563193,False
251,24,0.15509368,10.847204,-13.457172,0.23607683,False
251,25,2.753999,12.447318,-4.361004,5.2145,False
252,9,2.2126389,1.0007058,-6.255764,4.018354,True
252,12,5.047722,13.283836,3.6670265,11.211511,False
252,19,2.4312255,5.674844,-5.4907103,4.491246,False
252,24,0.15509368,10.847204,-13.457172,0.23607683,False
252,25,4.4013214,12.231909,1.4046249,9.369358,False
253,9,1.8883538,0.99930227,-7.3907614,3.3419423,True
253,12,5.047722,13.283836,3.6670265,11.211511,False
253,19,1.4186964,5.6676574,-9.034563,2.4155731,False
253,24,0.15509368,10.847204,-13.457172,0.23607683,False
253,25,2.7550545,12.231726,-4.3573093,5.216914,False
254,9,1.1553297,0.9992682,-9.9563465,1.9236784,True
254,12,5.047722,13.283836,3.6670265,11.211511,False
254,19,0.67183065,5.6668086,-11.648593,1.0722255,False
254,24,0.15509368,10.847204,-13.457172,0.23607683,False
254,25,1.7134771,12.231633,-8.0028305,2.9896448,False
255,9,1.4848698,1.0101678,-8.802956,2.5422816,True
255,12,5.047722,13.283836,3.6670265,11.211511,False
255,19,3.0828443,5.357705,-3.2100449,5.981971,True
255,24,0.15509368,10.847204,-13.457172,0.23607683,False
255,25,4.3084784,11.884767,1.0796738,9.114573,False
256,9,0.8951446,0.9376188,-10.866994,1.4571861,True
256,12,5.047722,13.283836,3.6670265,11.211511,False
256,19,3.019559,5.2926464,-3.4315434,5.831872,True
256,24,0.15509368,10.847204,-13.457172,0.23607683,False
256,25,17.877907,10.987457,48.572674,72.47679,False
257,9,0.8920329,0.9382575,-10.877885,1.451724,True
257,12,5.047722,13.283836,3.6670265,11.211511,False
257,19,2.9594786,5.292638,-3.6418247,5.6904345,True
257,24,0.15509368,10.847204,-13.457172,0.23607683,False
257,25,17.885939,10.987363,48.600784,72.52988,False
257,26,0.32206967,11.638353,-12.872756,0.49792293,False
258,9,2.3851714,0.7392883,-5.6519003,4.3904777,True
258,12,5.047722,13.283836,3.6670265,11.211511,False
258,19,5.049156,5.0251436,3.6720467,11.215731,True
258,25,17.885939,10.987363,48.600784,72.52988,False
258,26,0.32206967,11.638353,-12.872756,0.49792293,False
259,9,2.4111114,0.6922512,-5.5611105,4.447161,True
259,19,2.805373,5.0470695,-4.1811943,5.3323617,True
259,25,17.885939,10.987363,48.600784,72.52988,False
259,26,0.32206967,11.638353,-12.872756,0.49792293,False
260,9,2.6739597,0.58444285,-4.641141,5.032377,True
260,19,2.8771174,4.967516,-3.930089,5.4982195,True
260,25,17.885939,10.987363,48.600784,72.52988,False
260,26,7.362873,11.158233,11.770056,18.788866,False
261,9,2.7044516,0.58949375,-4.53442,5.101543,True
261,19,2.8915772,4.967987,-3.8794794,5.531826,True
261,25,17.885939,10.987363,48.600784,72.52988,False
261,26,4.9244223,11.157675,3.2354774,10.85091,False
262,9,1.4829321,0.59180224,-8.809738,2.5385535,True
262,19,2.578328,4.754662,-4.975852,4.817174,True
262,25,17.885939,10.987363,48.600784,72.52988,False
262,26,8.678788,10.537666,16.37576,23.778378,False
263,9,1.1609025,0.594399,-9.936841,1.9338815,True
263,19,2.4237735,4.757438,-5.5167923,4.4749,False
263,25,17.885939,10.987363,48.600784,72.52988,False
263,26,8.603578,10.538343,16.112522,23.479874,False
264,9,1.1057583,0.4975789,-10.129846,1.8333092,True
264,19,2.601265,4.677554,-4.8955727,4.8685517,True
264,25,17.885939,10.987363,48.600784,72.52988,False
264,26,8.603578,10.538343,16.112522,23.479874,False
265,9,1.0736357,0.49825734,-10.242275,1.7751241,True
265,19,3.089075,4.737076,-3.1882372,5.9968104,True
265,25,17.885939,10.987363,48.600784,72.52988,False
265,26,8.603578,10.538343,16.112522,23.479874,False
266,9,1.4648473,0.4099899,-8.8730345,2.5038106,True
266,19,4.8774967,4.304193,3.0712395,10.714813,True
266,25,17.885939,10.987363,48.600784,72.52988,False
266,26,7.2189236,10.414324,11.266232,18.273079,False
267,9,1.6322486,0.39104134,-8.28713,2.8289778,True
267,19,6.78234,4.523081,9.73819,16.744957,False
267,25,17.885939,10.987363,48.600784,72.52988,False
267,26,13.458515,9.656393,33.104805,46.06372,False
268,9,0.88854504,0.39024785,-10.890093,1.445605,True
268,19,6.026143,4.521987,7.091501,14.226986,False
268,25,17.885939,10.987363,48.600784,72.52988,False
268,26,8.615905,9.638261,16.155666,23.528687,False
268,27,0.981807,10.230656,-10.563675,1.6104169,False
269,9,0.8827551,0.39024785,-10.910357,1.4354551,True
269,19,5.520906,4.521987,5.3231716,12.635702,False
269,25,17.885939,10.987363,48.600784,72.52988,False
269,26,8.610597,9.638261,16.137089,23.507664,False
269,27,0.4909035,10.230656,-12.281837,0.7707819,False
270,19,4.9209666,4.189552,3.223383,10.840866,True
270,25,17.885939,10.987363,48.600784,72.52988,False
270,26,8.610597,9.638261,16.137089,23.507664,False
270,27,0.4909035,10.230656,-12.281837,0.7707819,False
271,19,3.0973537,4.201893,-3.1592617,6.016545,True
271,25,17.885939,10.987363,48.600784,72.52988,False
271,26,8.610597,9.638261,16.137089,23.507664,False
271,27,0.4909035,10.230656,-12.281837,0.7707819,False
272,9,0.8013493,0.2890177,-11.195277,1.2937613,True
272,19,3.5642233,4.1656404,-1.525219,7.1611476,True
272,25,17.885939,10.987363,48.600784,72.52988,False
272,26,8.6082325,9.430928,16.128815,23.498302,False
272,27,0.4909035,10.230656,-12.281837,0.7707819,False
273,9,2.7777557,0.07566484,-4.277855,5.268909,True
273,19,5.1864257,3.9643064,4.1524906,11.6223545,False
273,26,3.3349147,9.302243,-2.3277988,6.59118,False
273,27,0.4909035,10.230656,-12.281837,0.7707819,False
274,9,2.7080216,0.08584979,-4.521924,5.1096587,True
274,19,2.438352,3.936933,-5.465768,4.506894,True
274,26,3.2628348,9.310904,-2.5800781,6.4151225,False
274,27,0.4909035,10.230656,-12.281837,0.7707819,False
275,9,3.3328617,0.004714965,-2.3349838,6.5861444,True
275,19,2.9229147,3.89163,-3.7697983,5.604862,True
275,26,5.2137394,9.05112,4.248089,11.703906,True
275,27,50.79761,10.819886,163.79164,444.8246,False
276,9,2.796882,0.0020118468,-4.2109137,5.31283,True
276,19,2.442124,3.891301,-5.452566,4.5151815,True
276,26,3.021616,9.04845,-3.424344,5.836733,False
276,27,38.09888,10.819832,119.346085,264.509,False
277,9,0.82073444,0.002013147,-11.12743,1.327331,True
277,19,0.8202522,3.8913302,-11.129118,1.3264945,False
277,26,2.045245,9.048664,-6.841643,3.6654425,False
277,27,37.853577,10.819851,118.48752,261.47943,False
278,19,1.11791,3.9575543,-10.087315,1.855397,False
278,26,3.3722587,8.864605,-2.197095,6.6829777,False
278,27,37.884445,10.823875,118.59555,261.8597,False
279,19,1.5517042,3.8596117,-8.569036,2.6715255,False
279,26,2.9941654,8.664526,-3.520421,5.771966,False
279,27,0.034687772,10.8238535,-13.878593,0.05220355,False
280,19,1.5738739,3.8560836,-8.491442,2.7146792,False
280,26,3.0103288,8.669443,-3.463849,5.810076,False
280,27,0.03580212,10.823643,-13.874693,0.05388629,False
281,19,5.238714,3.4262888,4.335499,11.778661,False
281,26,5.357268,8.356741,4.750437,12.135948,True
281,27,0.03580212,10.823643,-13.874693,0.05388629,False
282,19,4.795592,3.416406,2.7845707,10.478774,True
282,26,3.9855392,8.353315,-0.05061245,8.247526,False
282,27,0.03580212,10.823643,-13.874693,0.05388629,False
283,19,3.7744708,3.4160092,-0.7893524,7.6969385,True
283,26,2.4146512,8.353093,-5.5487213,4.454911,False
283,27,0.03580212,10.823643,-13.874693,0.05388629,False
284,19,4.250251,3.4538631,0.8758774,8.9560375,True
284,26,4.383103,8.085582,1.3408604,9.319168,True
284,27,0.03580212,10.823643,-13.874693,0.05388629,False
285,19,1.0626476,3.4313388,-10.280733,1.7552885,False
285,27,0.03580212,10.823643,-13.874693,0.05388629,False
286,19,1.0428051,3.4236004,-10.350183,1.7195565,False
286,27,0.03580212,10.823643,-13.874693,0.05388629,False
287,19,1.9968517,3.5022874,-7.011019,3.5649085,True
287,27,0.10736417,10.830505,-13.624226,0.16269298,False
288,19,1.6910639,3.491639,-8.081276,2.945124,False
288,27,0.07854865,10.830761,-13.72508,0.118704386,False
289,19,3.9336271,3.333872,-0.23230553,8.1109295,True
289,26,11.6949625,7.503849,26.93237,37.08132,False
289,27,0.07854865,10.830761,-13.72508,0.118704386,False
290,19,3.9209328,3.337485,-0.2767353,8.077644,True
290,26,9.723675,7.499857,20.03286,28.092632,False
290,27,0.07854865,10.830761,-13.72508,0.118704386,False
291,19,3.842326,3.3131995,-0.5518589,7.8725557,True
291,26,9.723675,7.499857,20.03286,28.092632,False
291,27,0.07854865,10.830761,-13.72508,0.118704386,False
292,19,3.6494038,3.3127947,-1.227087,7.3766985,True
292,26,9.723675,7.499857,20.03286,28.092632,False
292,27,0.07854865,10.830761,-13.72508,0.118704386,False
293,19,3.899259,3.0084476,-0.35259342,8.02092,True
293,26,10.564064,7.0320635,22.974224,31.788876,False
293,27,0.07854865,10.830761,-13.72508,0.118704386,False
294,19,3.9021108,3.0021088,-0.34261227,8.028376,True
294,26,10.526294,7.029838,22.84203,31.61842,False
294,27,0.07854865,10.830761,-13.72508,0.118704386,False
295,19,3.2350147,2.999709,-2.6774483,6.3475676,True
295,26,5.0406446,7.038215,3.6422558,11.190695,True
295,27,0.07854865,10.830761,-13.72508,0.118704386,False
296,19,5.7857533,2.771343,6.2501373,13.460764,False
296,26,6.0803,6.900151,7.2810497,14.401886,False
296,27,0.07854865,10.830761,-13.72508,0.118704386,False
297,19,2.838776,2.768374,-4.0642834,5.4094,True
297,26,2.6480248,6.913265,-4.7319136,4.973757,False
297,27,0.07854865,10.830761,-13.72508,0.118704386,False
298,19,2.7932205,2.7682252,-4.223728,5.304414,True
298,26,2.6314528,6.91329,-4.789915,4.9364,False
298,27,0.07854865,10.830761,-13.72508,0.118704386,False
299,19,3.818635,2.8128386,-0.63477707,7.8110914,True
299,26,2.8144865,6.69902,-4.1492977,5.3533487,False
299,27,24.123167,10.9473,70.43108,119.3172,False
300,19,1.3707902,2.8191085,-9.202234,2.324623,False
300,26,1.754026,6.700141,-7.860909,3.0705545,False
300,27,24.139051,10.949407,70.48668,119.45055,False
301,19,3.7112746,2.764678,-1.010539,7.534563,True
301,26,4.037963,6.392921,0.13286972,8.3862505,True
301,27,24.139051,10.949407,70.48668,119.45055,False
302,19,4.2126594,2.733087,0.7443075,8.854202,True
302,26,4.8794346,6.285472,3.078022,10.720421,True
302,27,24.139051,10.949407,70.48668,119.45055,False
303,19,3.0154629,2.7360358,-3.44588,5.822197,True
303,26,3.3475206,6.297144,-2.283678,6.622123,True
303,27,24.139051,10.949407,70.48668,119.45055,False
303,28,0.7777865,2.8485613,-11.277747,1.2531015,False
304,19,5.2979746,2.6600661,4.5429115,11.956753,False
304,27,24.139051,10.949407,70.48668,119.45055,False
304,28,0.7777865,2.8485613,-11.277747,1.2531015,False
305,19,4.001674,2.720685,0.005859375,8.290139,True
305,27,24.38262,10.991342,71.33917,121.504234,False
305,28,0.7777865,2.8485613,-11.277747,1.2531015,False
306,19,3.498136,2.7206795,-1.7565241,6.9953403,True
306,27,24.381718,10.991469,71.33601,121.4966,False
306,28,0.7777865,2.8485613,-11.277747,1.2531015,False
307,19,5.721651,2.647936,6.0257797,13.259232,False
307,27,24.381718,10.991469,71.33601,121.4966,False
307,28,0.7777865,2.8485613,-11.277747,1.2531015,False
308,19,8.657875,2.2754493,16.302563,23.695213,False
308,27,0.40854427,10.994796,-12.570095,0.63666046,False
308,28,0.7777865,2.8485613,-11.277747,1.2531015,False
309,19,7.6076665,2.2752008,12.626833,19.679585,False
309,27,0.39606977,10.995293,-12.613756,0.6165148,False
309,28,0.7777865,2.8485613,-11.277747,1.2531015,False
310,19,9.679026,2.2056189,19.87659,27.901901,False
310,27,0.39606977,10.995293,-12.613756,0.6165148,False
310,28,0.7777865,2.8485613,-11.277747,1.2531015,False
311,19,7.45594,2.2109618,12.095789,19.125486,False
311,27,0.39606977,10.995293,-12.613756,0.6165148,False
311,28,0.7777865,2.8485613,-11.277747,1.2531015,False
312,19,5.6747575,1.9539806,5.8616505,13.112547,False
312,27,0.15179673,10.993948,-13.468712,0.23098685,False
312,28,0.7777865,2.8485613,-11.277747,1.2531015,False
313,19,5.754557,1.9638774,6.1409492,13.36254,False
313,27,0.1535347,10.993717,-13.462628,0.2336696,False
313,28,0.7777865,2.8485613,-11.277747,1.2531015,False
314,19,5.3396144,1.8231511,4.68865,12.082491,False
314,27,0.110158466,10.98961,-13.614445,0.16697125,False
314,28,0.7777865,2.8485613,-11.277747,1.2531015,False
315,19,5.3639364,1.8295655,4.773777,12.156163,False
315,27,0.10543219,10.989655,-13.630987,0.15973628,False
315,28,0.7777865,2.8485613,-11.277747,1.2531015,False
315,29,0.037084404,10.870981,-13.870205,0.055823073,False
316,19,3.2011683,1.9906442,-2.7959108,6.265678,True
316,27,0.08579139,10.98453,-13.69973,0.12973854,False
316,28,0.7777865,2.8485613,-11.277747,1.2531015,False
316,29,0.037084404,10.870981,-13.870205,0.055823073,False
317,19,3.2538257,1.9727745,-2.6116104,6.3932214,True
317,27,0.10566494,10.985011,-13.630173,0.16009241,False
317,28,0.7777865,2.8485613,-11.277747,1.2531015,False
317,29,0.037084404,10.870981,-13.870205,0.055823073,False
