frame,vehicle_id,speed_m_s,dist_to_stop_m,X0,Xc,dilemma_zone
18,3,0.13309467,10.8413925,-13.534168,0.2021726,False
19,0,4.5274177,2.6189828,1.8459616,9.719342,True
19,1,7.7659836,13.40761,13.180943,20.264761,True
19,2,0.16287749,10.940188,-13.429929,0.24810609,False
19,3,0.15385906,10.840039,-13.4614935,0.23417039,False
20,0,4.01506,2.61493,0.05270958,8.325548,True
20,1,4.7534895,13.40852,2.6372128,10.358186,False
20,2,0.16287749,10.940188,-13.429929,0.24810609,False
20,3,0.08132274,10.840584,-13.71537,0.12292888,False
21,0,3.9873562,2.6149185,-0.04425335,8.252321,True
21,1,4.752508,13.408242,2.6337776,10.355381,False
21,2,0.16287749,10.940188,-13.429929,0.24810609,False
21,3,0.078442045,10.840549,-13.725452,0.11854209,False
22,0,2.9668236,2.536687,-3.6161175,5.70767,True
22,1,4.2710485,13.0509615,0.94866943,9.012552,False
22,2,0.16287749,10.940188,-13.429929,0.24810609,False
22,3,0.098180756,10.832012,-13.656367,0.14864819,False
23,0,2.4550836,2.5293734,-5.4072075,4.5436873,True
23,1,2.8158436,13.0483265,-4.1445475,5.356476,False
23,2,0.16287749,10.940188,-13.429929,0.24810609,False
23,3,0.08042956,10.831581,-13.718496,0.12156848,False
24,0,4.66306,2.3321874,2.3207111,10.100895,True
24,1,5.8943424,12.639844,6.6301994,13.804838,True
24,2,0.16287749,10.940188,-13.429929,0.24810609,False
25,0,4.818132,2.3452184,2.8634624,10.54354,False
25,1,7.131484,12.474668,10.960194,17.962664,True
25,2,0.16287749,10.940188,-13.429929,0.24810609,False
26,0,2.6603324,2.3537023,-4.688836,5.001551,True
26,1,4.3728147,12.478044,1.3048515,9.290866,False
26,2,0.16287749,10.940188,-13.429929,0.24810609,False
27,0,6.8156233,2.2196717,9.854681,16.859537,False
27,1,8.695935,11.899296,16.435774,23.84666,False
27,2,0.16287749,10.940188,-13.429929,0.24810609,False
28,0,4.8604865,2.2487295,3.0117035,10.665634,False
28,1,5.6257114,11.901606,5.689991,12.959801,True
28,2,0.16287749,10.940188,-13.429929,0.24810609,False
29,0,4.706645,2.2486162,2.473257,10.224611,False
29,1,4.3864036,11.901575,1.3524122,9.328253,False
29,2,0.16287749,10.940188,-13.429929,0.24810609,False
30,0,7.1468163,2.0631466,11.013857,18.016937,False
30,1,6.309654,11.684826,8.08379,15.151873,True
30,2,0.16287749,10.940188,-13.429929,0.24810609,False
31,0,5.5139394,1.9075398,5.298788,12.614271,False
31,1,4.0305967,11.411594,0.10708809,8.366711,False
31,2,0.16287749,10.940188,-13.429929,0.24810609,False
32,0,5.2638407,1.903245,4.423443,11.85405,False
32,1,4.0231404,11.410422,0.080991745,8.346948,False
32,2,0.16287749,10.940188,-13.429929,0.24810609,False
33,0,6.7340636,2.0775728,9.569223,16.579327,False
33,1,6.8604403,11.033844,10.011541,17.014324,True
34,0,4.539339,2.062123,1.8876867,9.7526655,True
34,1,5.144374,11.003955,4.005308,11.497215,True
35,0,8.021879,1.7845018,14.076576,21.225754,False
35,1,5.5914383,10.685519,5.570034,12.85347,True
36,0,8.890142,1.705842,17.115498,24.625875,False
36,1,6.554463,10.557795,8.94062,15.968978,True
36,6,14.528176,1.7309935,36.848618,51.944824,False
37,0,7.4388423,1.7036018,12.035948,19.06346,False
37,1,3.734949,10.560105,-0.9276781,7.5952587,False
37,6,7.3520336,1.728604,11.732117,18.74982,False
38,0,7.0116954,1.7027786,10.540934,17.540953,False
38,1,3.5100312,10.559118,-1.7148905,7.0250926,False
38,6,4.9048476,1.7289215,3.1669674,10.794062,False
39,0,5.837164,1.369206,6.430073,13.623243,False
39,1,4.5377817,10.087753,1.8822365,9.74831,False
39,6,4.995227,1.9026423,3.4832935,11.057453,False
40,0,4.9722495,1.368399,3.402874,10.990269,False
40,1,3.5840604,10.085502,-1.4557886,7.2111607,False
40,6,1.3713048,1.9030046,-9.200434,2.3255968,True
41,0,4.9722495,1.368399,3.402874,10.990269,False
41,1,6.5782423,9.684947,9.023848,16.04926,True
41,6,1.3713048,1.9030046,-9.200434,2.3255968,True
42,0,4.9722495,1.368399,3.402874,10.990269,False
42,1,7.7104063,9.53805,12.986422,20.058517,False
42,6,1.3713048,1.9030046,-9.200434,2.3255968,True
43,0,4.9722495,1.368399,3.402874,10.990269,False
43,1,4.1976795,9.536049,0.6918783,8.813736,False
43,6,1.3713048,1.9030046,-9.200434,2.3255968,True
44,0,4.9722495,1.368399,3.402874,10.990269,False
44,1,4.180938,9.53573,0.6332817,8.768583,False
44,6,1.3713048,1.9030046,-9.200434,2.3255968,True
45,0,4.9722495,1.368399,3.402874,10.990269,False
45,1,2.197491,9.41096,-6.3087816,3.9860888,False
45,6,1.3713048,1.9030046,-9.200434,2.3255968,True
46,0,4.9722495,1.368399,3.402874,10.990269,False
46,1,1.0987811,9.416355,-10.154266,1.8206459,False
46,6,1.3713048,1.9030046,-9.200434,2.3255968,True
47,0,4.9722495,1.368399,3.402874,10.990269,False
47,1,4.69293,8.934756,2.4252548,10.185623,True
47,6,1.3713048,1.9030046,-9.200434,2.3255968,True
48,0,4.9722495,1.368399,3.402874,10.990269,False
48,1,5.89253,8.775471,6.6238556,13.7990675,True
48,6,1.3713048,1.9030046,-9.200434,2.3255968,True
49,0,4.9722495,1.368399,3.402874,10.990269,False
49,1,4.873753,8.774348,3.058136,10.703982,True
49,6,1.3713048,1.9030046,-9.200434,2.3255968,True
50,0,4.9722495,1.368399,3.402874,10.990269,False
50,1,6.649223,8.536127,9.27228,16.289858,False
50,6,1.3713048,1.9030046,-9.200434,2.3255968,True
51,0,4.9722495,1.368399,3.402874,10.990269,False
51,1,3.057725,8.538054,-3.2979622,5.9222565,False
51,6,1.3713048,1.9030046,-9.200434,2.3255968,True
51,8,0.29903296,15.67307,-12.953384,0.46132383,False
52,0,4.9722495,1.368399,3.402874,10.990269,False
52,1,1.857705,8.538322,-7.4980326,3.2795672,False
52,6,1.3713048,1.9030046,-9.200434,2.3255968,True
52,8,0.15542032,15.673302,-13.456029,0.23658127,False
53,0,4.9722495,1.368399,3.402874,10.990269,False
53,1,4.6488104,8.166858,2.2708359,10.060564,True
53,6,1.3713048,1.9030046,-9.200434,2.3255968,True
53,8,2.8874233,15.424124,-3.8940182,5.5221653,False
54,0,4.9722495,1.368399,3.402874,10.990269,False
54,1,4.363134,7.971452,1.2709684,9.264263,True
54,6,1.3713048,1.9030046,-9.200434,2.3255968,True
54,8,4.8923864,15.065424,3.123352,10.757929,False
55,0,4.9722495,1.368399,3.402874,10.990269,False
55,1,4.3743324,7.9665165,1.3101635,9.295039,True
55,6,1.3713048,1.9030046,-9.200434,2.3255968,True
55,8,4.875991,15.061158,3.0659676,10.710456,False
56,1,6.1046743,7.737868,7.3663597,14.480875,True
56,8,7.860927,14.725341,13.513245,20.61913,True
57,1,3.32544,7.735024,-2.36096,6.567953,False
57,8,5.890677,14.735557,6.6173687,13.793169,False
58,1,1.8070368,7.736631,-7.675371,3.1770382,False
58,8,3.1639311,14.735557,-2.926241,6.1759624,False
59,1,5.8842287,7.188005,6.594801,13.772651,True
59,8,7.1158295,14.201595,10.905403,17.90732,True
60,1,4.913671,7.086493,3.1978493,10.819673,True
60,8,6.085186,13.940885,7.298151,14.417706,True
60,9,0.1989444,10.923685,-13.303695,0.30407074,False
61,1,4.9216523,7.082546,3.2257824,10.842859,True
61,8,6.0682006,13.949681,7.238703,14.362738,True
61,9,0.10405388,10.92399,-13.635811,0.15762755,False
62,1,7.014945,6.80469,10.552307,17.55234,False
62,8,6.0682006,13.949681,7.238703,14.362738,True
62,9,0.12452767,10.918579,-13.564154,0.18900682,False
63,1,2.9185212,6.8069835,-3.7851763,5.5946054,False
63,8,6.0682006,13.949681,7.238703,14.362738,True
63,9,0.104502864,10.917109,-13.63424,0.15831442,False
64,1,5.016135,6.4257298,3.5564728,11.118719,True
64,8,12.561062,13.103213,29.963715,41.38163,False
64,9,0.262919,10.944684,-13.079783,0.40425372,False
65,1,6.3476458,6.244295,8.216761,15.277555,False
65,8,10.254413,12.881504,21.890446,30.403473,False
65,9,0.3105574,10.93876,-12.91305,0.47961408,False
66,1,4.269355,6.247999,0.9427414,9.007945,True
66,8,8.318864,12.883644,15.116024,22.36451,False
66,9,0.27123043,10.93849,-13.0506935,0.41735506,False
67,1,4.248752,6.2479963,0.8706322,8.95197,True
67,8,8.2276325,12.882704,14.796715,22.012012,False
67,9,0.2605697,10.9384365,-13.088006,0.40055406,False
68,1,3.7558002,5.93754,-0.85469913,7.6488485,True
68,8,5.9549813,12.321522,6.842434,13.998444,True
68,9,0.12341657,10.928969,-13.568042,0.18730082,False
69,1,2.4205444,5.940647,-5.5280943,4.4678216,False
69,8,4.2625566,12.320913,0.9189482,8.989462,False
69,9,0.0806347,10.929649,-13.717779,0.1218809,False
70,1,5.57834,5.523067,5.524191,12.812922,False
70,8,6.675461,12.066154,9.364113,16.379158,True
70,9,0.13994783,10.937285,-13.510182,0.21271966,False
71,1,7.3328013,5.2950935,11.664804,18.680626,False
71,8,8.5729065,11.811934,16.005173,23.358606,False
71,9,0.17213154,10.940382,-13.397539,0.26243007,False
72,1,5.0013113,5.299756,3.504589,11.075269,True
72,8,4.3891554,11.815905,1.3620434,9.335831,False
72,9,0.109686285,10.941159,-13.616098,0.16624816,False
72,11,0.27760988,10.953196,-13.028365,0.42742443,False
73,1,6.7460966,5.0691633,9.611338,16.620548,False
73,8,4.3891554,11.815905,1.3620434,9.335831,False
73,9,0.109686285,10.941159,-13.616098,0.16624816,False
73,11,7.2004514,10.486794,11.20158,18.207321,False
74,1,3.615492,5.061818,-1.3457775,7.290636,True
74,8,4.3891554,11.815905,1.3620434,9.335831,False
74,9,0.109686285,10.941159,-13.616098,0.16624816,False
74,11,4.8397064,10.490426,2.9389725,10.605668,True
75,1,1.8626791,5.0615964,-7.4806232,3.2896721,False
75,8,4.3891554,11.815905,1.3620434,9.335831,False
75,9,0.109686285,10.941159,-13.616098,0.16624816,False
75,11,3.6309884,10.490303,-1.2915411,7.329922,False
76,1,4.070889,4.7627587,0.24811172,8.473782,True
76,8,4.3891554,11.815905,1.3620434,9.335831,False
76,9,0.3129841,10.913143,-12.904555,0.48347032,False
76,11,5.9625473,10.238858,6.8689156,14.022675,True
77,1,3.1725788,4.6466165,-2.8959742,6.196762,True
77,8,4.3891554,11.815905,1.3620434,9.335831,False
77,9,0.28726918,10.916335,-12.994558,0.44269285,False
77,11,5.9625473,10.238858,6.8689156,14.022675,True
77,12,0.044342186,10.816409,-13.844803,0.066794164,False
78,1,3.1618319,4.640811,-2.933588,6.1709166,True
78,8,4.3891554,11.815905,1.3620434,9.335831,False
78,9,0.25576803,10.916195,-13.104812,0.39299735,False
78,11,5.9625473,10.238858,6.8689156,14.022675,True
78,12,0.02264735,10.816381,-13.920734,0.034044296,False
79,1,5.8303237,4.287212,6.4061337,13.601582,False
79,8,4.3891554,11.815905,1.3620434,9.335831,False
79,9,0.25576803,10.916195,-13.104812,0.39299735,False
79,11,6.780999,9.696978,9.733498,16.740349,False
79,12,0.02264735,10.816381,-13.920734,0.034044296,False
80,1,3.5954769,4.288172,-1.4158306,7.239994,True
80,8,4.3891554,11.815905,1.3620434,9.335831,False
80,9,0.25576803,10.916195,-13.104812,0.39299735,False
80,11,6.833012,9.688444,9.915543,16.919527,False
80,12,0.02264735,10.816381,-13.920734,0.034044296,False
81,1,2.7230635,4.2881465,-4.4692783,5.1438913,True
81,8,4.3891554,11.815905,1.3620434,9.335831,False
81,9,0.25576803,10.916195,-13.104812,0.39299735,False
81,11,6.8327637,9.688549,9.914673,16.918669,False
81,12,0.02264735,10.816381,-13.920734,0.034044296,False
82,1,4.5900455,4.0425487,2.0651588,9.894856,True
82,8,4.3891554,11.815905,1.3620434,9.335831,False
82,9,0.25576803,10.916195,-13.104812,0.39299735,False
82,11,6.124299,9.559971,7.435047,14.544598,True
82,12,0.02264735,10.816381,-13.920734,0.034044296,False
83,1,2.9464989,3.9084022,-3.687254,5.660013,True
83,8,4.3891554,11.815905,1.3620434,9.335831,False
83,9,0.25576803,10.916195,-13.104812,0.39299735,False
83,11,3.6832428,9.669165,-1.1086502,7.462904,False
83,12,0.02264735,10.816381,-13.920734,0.034044296,False
84,1,2.9551907,3.9063568,-3.6568327,5.680379,True
84,8,4.3891554,11.815905,1.3620434,9.335831,False
84,9,0.25576803,10.916195,-13.104812,0.39299735,False
84,11,3.6394148,9.665659,-1.2620487,7.3513136,False
84,12,0.02264735,10.816381,-13.920734,0.034044296,False
85,1,6.148535,3.480752,7.5198708,14.623442,False
85,8,4.3891554,11.815905,1.3620434,9.335831,False
85,9,0.25576803,10.916195,-13.104812,0.39299735,False
85,11,3.6394148,9.665659,-1.2620487,7.3513136,False
85,12,0.02264735,10.816381,-13.920734,0.034044296,False
86,1,4.2472954,3.4794083,0.8655338,8.948017,True
86,8,4.3891554,11.815905,1.3620434,9.335831,False
86,9,0.25576803,10.916195,-13.104812,0.39299735,False
86,11,3.6394148,9.665659,-1.2620487,7.3513136,False
86,12,0.02264735,10.816381,-13.920734,0.034044296,False
87,1,5.5868626,3.1652951,5.55402,12.839298,False
87,8,4.3891554,11.815905,1.3620434,9.335831,False
87,9,0.25576803,10.916195,-13.104812,0.39299735,False
87,11,3.6394148,9.665659,-1.2620487,7.3513136,False
87,12,0.1000447,10.823642,-13.649843,0.1514969,False
88,1,7.1846666,2.9568338,11.146334,18.151205,False
88,9,0.402696,10.9344425,-12.590564,0.6272103,False
88,11,3.6394148,9.665659,-1.2620487,7.3513136,False
88,12,0.25485346,10.846447,-13.108013,0.3915588,False
89,1,4.2438774,2.989547,0.85357094,8.938744,True
89,9,0.20420909,10.9356575,-13.285269,0.31227097,False
89,11,3.6394148,9.665659,-1.2620487,7.3513136,False
89,12,0.25676593,10.844717,-13.101319,0.39456728,False
90,1,4.234263,2.9896107,0.81992054,8.912678,True
90,9,0.16885307,10.93562,-13.409014,0.25735268,False
90,11,3.6394148,9.665659,-1.2620487,7.3513136,False
90,12,0.2566349,10.844708,-13.101778,0.3943611,False
91,1,5.4614296,2.5109868,5.1150036,12.453175,False
91,11,3.6394148,9.665659,-1.2620487,7.3513136,False
91,12,0.22108564,10.848263,-13.2262,0.33861113,False
92,1,3.8530188,2.5102918,-0.5144348,7.90035,True
92,11,3.6394148,9.665659,-1.2620487,7.3513136,False
92,12,0.042423353,10.848163,-13.851519,0.06389213,False
92,14,0.011116674,10.93747,-13.961092,0.016692664,False
93,1,5.06704,2.3347654,3.7346401,11.268402,False
93,9,57.453953,18.301989,187.08884,557.74615,False
93,11,3.6394148,9.665659,-1.2620487,7.3513136,False
93,12,0.04222409,10.849857,-13.852216,0.06359083,False
93,14,0.1893122,10.925285,-13.337407,0.28908816,False
94,1,6.6284413,2.131073,9.199545,16.219267,False
94,9,57.92511,18.241613,188.73788,566.2189,False
94,11,3.6394148,9.665659,-1.2620487,7.3513136,False
94,12,0.06286811,10.849239,-13.779962,0.09486679,False
94,14,0.20432872,10.933094,-13.284849,0.31245738,False
95,1,3.0648081,2.1346264,-3.2731714,5.9390764,True
95,9,1.5767936,18.241407,-8.481222,2.720373,False
95,11,3.6394148,9.665659,-1.2620487,7.3513136,False
95,12,0.04453201,10.8504,-13.844138,0.06708132,False
95,14,0.1550256,10.933327,-13.457411,0.23597167,False
96,1,4.475601,1.9523865,1.6646042,9.574974,True
96,9,2.9757876,18.05819,-3.5847435,5.728726,False
96,11,3.6394148,9.665659,-1.2620487,7.3513136,False
96,12,0.0503833,10.85097,-13.823658,0.07593759,False
96,14,0.31116265,10.912378,-12.910931,0.4805757,False
97,1,3.0569768,1.9462547,-3.300581,5.9204807,True
97,9,1.8779911,18.05814,-7.427031,3.3208222,False
97,11,3.6394148,9.665659,-1.2620487,7.3513136,False
97,12,0.03989193,10.850664,-13.860378,0.060065232,False
97,14,0.2223961,10.912209,-13.221614,0.34065986,False
98,1,1.4951037,1.9462546,-8.767138,2.561989,True
98,9,1.408657,18.057938,-9.0697,2.3964589,False
98,11,3.6394148,9.665659,-1.2620487,7.3513136,False
98,12,0.019140791,10.850664,-13.933007,0.028763525,False
98,14,0.16387719,10.912202,-13.42643,0.24965231,False
99,1,5.976941,1.3487177,6.9192944,14.068815,False
99,9,4.042244,17.75434,0.14785385,8.397614,False
99,12,0.06363543,10.857879,-13.777276,0.096031636,False
99,14,0.17906682,10.914428,-13.373266,0.27318093,False
100,1,4.9387746,1.3056762,3.2857113,10.892661,False
100,9,4.2007732,17.58929,0.70270634,8.822088,False
100,12,0.06884328,10.858189,-13.759048,0.103941984,False
100,14,0.040464755,10.916706,-13.858374,0.060931046,False
101,1,4.9400845,1.3111246,3.2902946,10.896475,False
101,9,4.209207,17.589983,0.73222446,8.8448715,False
101,12,0.07379605,10.859036,-13.7417145,0.111472055,False
101,14,0.038187616,10.916805,-13.8663435,0.057489753,False
102,1,7.437847,0.97808915,12.032465,19.059853,False
102,9,7.456615,17.230745,12.098152,19.127937,True
102,12,0.081598155,10.858084,-13.714407,0.12334841,False
102,14,0.05065793,10.915466,-13.822697,0.076353505,False
103,1,2.9464626,0.9768212,-3.6873808,5.6599283,True
103,9,4.843666,17.23266,2.9528313,10.6170845,False
103,12,0.027614057,10.858115,-13.903351,0.04153002,False
103,14,0.03509917,10.915645,-13.877153,0.05282475,False
104,1,2.567435,0.9768233,-5.013977,4.792827,True
104,9,3.284316,17.232498,-2.5048943,6.467436,False
104,14,0.014919423,10.915632,-13.9477825,0.022410933,False
105,1,4.996505,0.6463936,3.4877663,11.061194,False
105,9,6.515604,16.869959,8.804615,15.838134,False
105,14,0.22092372,10.942716,-13.226767,0.33835804,False
106,1,4.468548,0.38396916,1.6399174,9.555382,False
106,9,5.283066,16.657207,4.4907303,11.911854,False
106,14,0.2202577,10.944271,-13.229098,0.33731705,False
107,1,4.485304,0.38841912,1.6985636,9.601949,False
107,9,5.2721653,16.658625,4.4525795,11.879066,False
107,14,0.2197028,10.94416,-13.23104,0.3364498,False
108,1,6.0557775,0.18587321,7.195221,14.322586,False
108,9,7.912607,16.355267,13.694126,20.813103,True
108,14,0.23288819,10.944658,-13.184891,0.3570804,False
109,1,3.5943172,0.18360102,-1.4198895,7.2370634,True
109,9,4.6784773,16.35448,2.37467,10.144594,False
109,14,0.027266579,10.944757,-13.904567,0.041006077,False
110,9,5.5048065,15.976071,5.266823,12.586195,False
110,14,0.072287284,10.950634,-13.746994,0.10917742,False
111,9,6.7899475,15.803214,9.764816,16.771118,True
112,9,4.1514206,15.803428,0.5299721,8.689173,False
113,9,4.1465983,15.80355,0.51309395,8.676223,False
114,9,4.227698,15.41608,0.7969427,8.894894,False
115,9,2.9420223,15.415078,-3.7029219,5.649533,False
116,9,5.639552,15.056994,5.738432,13.002834,False
117,9,6.9005013,14.890473,10.151754,17.153168,True
118,9,3.9918776,14.889909,-0.028429031,8.264257,False
119,9,3.9799817,14.88991,-0.070064545,8.232866,False
120,9,4.56822,14.451281,1.9887705,9.833564,False
121,9,3.3707411,14.444719,-2.202406,6.6792397,False
122,9,5.5407248,14.169853,5.392536,12.696749,False
123,9,6.7656045,14.026734,9.679615,16.687466,True
124,9,3.4941573,14.0246525,-1.7704496,6.985398,False
125,9,5.835677,13.7066555,6.4248695,13.618533,False
126,9,3.662657,13.707807,-1.1807003,7.4104223,False
127,9,2.437715,13.707783,-5.4679976,4.5054946,False
128,9,5.654921,13.276386,5.792223,13.050686,False
129,9,4.105542,13.201665,0.36939812,8.566238,False
130,9,4.106775,13.203259,0.3737116,8.569533,False
131,9,6.6305833,12.867423,9.207041,16.226538,True
132,9,3.433846,12.872052,-1.9815388,6.8352404,False
133,9,5.24622,12.51795,4.3617706,11.801163,False
134,9,5.265825,12.514826,4.4303875,11.86001,False
135,9,3.5925488,12.410459,-1.4260788,7.232596,False
136,9,3.6004555,12.405713,-1.398406,7.2525806,False
137,9,4.218381,11.967589,0.7643337,8.869677,False
138,9,4.2922072,11.980508,1.0227251,9.070173,False
139,9,5.5423374,11.72109,5.398182,12.701721,True
140,9,5.518506,11.723766,5.3147717,12.628318,True
141,9,3.4326606,11.566995,-1.9856882,6.832299,False
142,9,3.3635113,11.562444,-2.2277107,6.66144,False
143,9,3.6326284,11.246621,-1.2858009,7.334084,False
144,9,3.6342628,11.249242,-1.2800798,7.338232,False
145,9,4.789996,10.93771,2.764986,10.462717,False
146,9,5.8284645,10.794154,6.399626,13.595696,True
147,9,3.4658272,10.793182,-1.8696051,6.914735,False
148,9,3.4418588,10.793118,-1.9534941,6.85513,False
149,9,3.4985137,10.472861,-1.7552023,6.9962845,False
150,9,2.429572,10.472001,-5.496498,4.4876184,False
151,9,4.841996,10.149979,2.9469872,10.612269,True
152,9,6.001816,9.996232,7.0063553,14.148694,True
153,9,3.5961668,9.995224,-1.4134159,7.2417383,False
154,9,6.239547,9.642141,7.8384132,14.921026,True
154,19,5.642325,16.953564,5.7481365,13.011463,False
155,9,3.8463805,9.641872,-0.5376682,7.883091,False
155,19,2.888354,16.955685,-3.8907604,5.524329,False
156,9,4.243798,9.440773,0.85329247,8.938528,False
156,19,2.8342695,16.867702,-4.080057,5.398988,False
157,9,4.290206,9.447204,1.0157204,9.064718,False
157,19,2.8145804,16.867966,-4.1489687,5.353565,False
158,9,2.8994992,9.279995,-3.8517532,5.5502625,False
158,19,2.7942557,16.681086,-4.220105,5.3067927,False
159,9,2.8897042,9.2822075,-3.886035,5.5274696,False
159,19,2.7761338,16.681734,-4.283532,5.265189,False
160,9,4.535847,8.856255,1.8754654,9.742901,True
160,19,5.092751,16.338285,3.8246288,11.344286,False
161,9,4.4990873,8.858482,1.7468052,9.640315,True
161,19,5.1294255,16.341833,3.9529896,11.452854,False
162,9,4.4523096,8.709001,1.5830841,9.51033,True
162,19,6.632107,15.988842,9.212374,16.231709,True
163,9,4.4748597,8.714226,1.6620092,9.572914,True
163,19,6.634176,15.989528,9.219616,16.238733,True
164,9,2.0141044,8.62021,-6.950635,3.6006732,False
164,19,4.572034,15.855352,2.002119,9.844264,False
165,9,2.0272336,8.624256,-6.904682,3.6279469,False
165,19,4.546213,15.856812,1.911746,9.771899,False
166,9,3.8239532,8.223209,-0.6161642,7.824875,False
166,19,5.18649,15.447681,4.1527157,11.622546,False
167,9,3.8285842,8.222869,-0.59995556,7.8368845,False
167,19,5.2006574,15.450584,4.202301,11.66482,False
168,9,5.647932,7.881671,5.767761,13.028917,True
168,19,7.2377768,15.095695,11.332218,18.340296,True
169,9,6.3710775,7.7851105,8.298771,15.355277,False
169,19,8.075265,14.9866085,14.263428,21.428596,True
170,9,3.4264762,7.7930813,-2.0073328,6.8169627,False
170,19,4.1505017,14.985573,0.5267563,8.686705,False
171,9,3.3869214,7.7936397,-2.1457748,6.7191305,False
171,19,4.128984,14.985388,0.45144367,8.628977,False
172,9,2.5089092,7.572546,-5.2188177,4.662596,False
172,19,3.832253,14.660218,-0.58711433,7.846403,False
173,9,1.7927178,7.573246,-7.7254877,3.1481962,False
173,19,3.0432858,14.654542,-3.3484993,5.888013,False
174,9,4.541986,7.197965,1.8969507,9.76007,True
174,19,5.86113,14.277818,6.513956,13.699245,False
175,9,5.326416,7.092883,4.642456,12.0425825,True
175,19,7.2419453,14.093645,11.346809,18.355171,True
176,9,3.7178047,7.0833116,-0.9876833,7.5512886,True
176,19,4.3094635,14.096649,1.0831223,9.117264,False
177,9,4.8203535,6.934895,2.8712368,10.549932,True
177,12,24.732525,10.901215,72.563835,124.484184,False
177,19,8.412292,13.569147,15.44302,22.727959,False
178,9,2.032322,6.937048,-6.8868732,3.6385303,False
